R1,R2,QT,CT,GT,STDT,SEGT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
527,646,5168335505,901675482,58484735,4115443,110973451,69626344,12,57,20,59,105690,36814
646,647,2752231028,243601673,775412,111924,211417,121828336,43,42,0,42,122979,173
795,796,2955477422,579659244,4303619,241341,926051,137806184,181,38,24,14,232299,954
707,766,2677090742,209618459,15445778,1370331,83205302,68682272,20,34,13,34,70005,17137
795,826,2964406294,481454315,7441357,2198462,1167923,130427824,151,33,29,7,216594,11098
527,707,2477573002,165777116,5510374,836709,17573018,200805312,10,32,35,35,74652,27230
707,796,2733642451,304704004,2558345,949771,17195930,141242952,24,31,7,31,70113,15797
527,556,2611745213,166656997,6502799,2684753,22141441,217202632,11,30,37,41,61886,26123
527,586,2634851588,163825559,7283041,2820576,16329889,126657232,11,30,42,41,61886,28003
557,646,2505327095,182744295,5704885,723377,9987892,221626456,28,30,5,32,94380,28774
527,616,2548003955,176057926,6106610,4236967,17435181,95740360,11,29,40,40,60155,29267
646,707,2699168196,199405948,3827725,1172249,29685266,190242648,35,29,22,31,109577,19071
527,676,2512809387,149495005,5561620,2817358,15355326,69587744,11,26,37,37,59394,31358
527,677,2472653328,120845872,3257353,879395,8325575,117032448,12,26,24,28,66732,18978
795,825,2614079198,100249088,735388,484328,251614,159232240,31,30,20,10,54170,4400
527,766,2371900947,134650527,4815932,1340465,16915880,215552584,9,24,20,31,54274,32667
527,796,2429392955,143313974,4470627,1187165,16975260,271855960,9,24,19,31,52982,30648
616,707,2480477412,113288505,4502459,473143,15622632,99574120,10,24,32,29,66163,18234
646,796,2603963260,167362687,3325843,1937378,35089395,184101608,36,24,5,24,80635,25404
825,826,2394418373,130112259,68951,68354,46072,263954760,53,23,23,0,68930,152
282,796,2417899503,70741650,8874136,2422140,22901094,297074928,15,22,54,40,46361,36864
282,826,2365820658,67519352,9134571,2752831,22171347,88474624,16,22,54,40,47395,37755
283,284,2218377115,128092684,209854,115881,113065,141908744,57,21,0,21,62654,156
527,587,2511261661,164562560,925689,247711,4959290,205993280,16,22,18,22,59133,4276
527,706,2498871256,122833168,4603923,420115,5393123,270252392,5,22,21,23,44058,26499
557,707,2530078214,153005471,4657914,1104911,21806877,89576400,22,22,24,26,78914,25247
586,707,2545640988,117977678,5088209,509326,16323023,143020072,10,22,31,28,65046,18552
282,793,2354701329,62462683,8553617,2141529,18365465,180433576,16,21,54,40,45384,32633
646,766,2494600255,156617047,3327856,1699605,27083982,260734632,38,21,4,21,80050,24063
680,707,2387672945,209824516,10798400,6533955,44982171,67556128,36,21,24,25,104505,39155
707,826,2830451808,263092939,2187044,612043,8901132,170871320,17,21,24,23,47606,15286
282,824,2368720265,65277652,10671267,2324519,22412560,205298656,16,20,53,38,44013,32845
496,497,2409938206,123801725,262434,71795,115044,245528280,15,20,0,20,33670,887
496,526,2509428462,384520124,329067,187881,172361,331586808,107,20,0,20,143244,254
527,557,2655076663,239465579,67489,41359,54323,144362856,26,19,0,19,62492,132
681,707,2500479528,171756476,12026541,6937947,43786509,230501120,38,20,28,22,106738,38576
706,707,2775011912,187780467,1919169,50017,1045325,305101528,29,20,0,20,63198,10112
282,825,2284626280,57982563,7793179,2442098,19233134,339533664,16,19,51,37,43172,33353
527,617,2772140394,141684767,852067,213827,3789920,106759624,13,19,20,21,48625,5131
527,826,2530071819,104184346,2947253,236387,6942297,149413272,3,19,19,19,37180,22796
587,707,2372115657,119608102,5902202,2303547,41070168,210284264,30,19,14,20,85784,26267
616,677,2464077081,81415252,2933919,571343,4929462,246800752,10,19,7,19,57764,11798
676,707,2611721763,167474524,2168687,159158,2984415,307680784,13,19,9,19,54572,11040
312,796,2368754021,59454962,8216447,2414979,18794565,344200704,16,18,50,35,40229,31402
312,826,2288664417,61789839,10012735,2849190,31148038,81987312,17,18,50,35,41263,32033
342,796,2740973654,95580580,8726800,3340358,14956123,128605040,22,18,42,33,47497,32997
342,826,2399336575,103773367,9076303,3461949,19994886,181040848,23,18,42,33,48531,33447
527,647,2441713860,156926911,942914,274674,3800684,239331736,13,18,19,20,48299,6104
616,647,2506635459,97641686,2268376,128838,1682436,280128752,4,18,5,18,44661,8028
646,677,2641099966,143431898,1875412,1560171,2978063,344258528,43,18,3,19,98949,7789
707,736,2742238083,150240581,844851,304008,2176338,103656000,19,18,11,22,41951,7879
281,282,2090448732,55181403,221249,35417,152422,125957568,18,16,6,10,25055,1318
312,793,2278382910,56292404,7908009,2290259,10555564,159411856,17,17,50,35,39252,26477
466,467,2431549337,110915114,898786,24576,199725,215173792,5,17,0,17,17961,1825
467,497,2463344590,103873330,157453,28653,178792,254216088,8,17,1,16,16420,1120
497,527,2318744829,184828025,1219035,36685,1032471,304399424,9,17,0,17,30442,5803
527,528,2561246776,104907493,67961,39719,144228,62215336,23,17,8,9,62674,1225
556,707,2413889944,91237466,2764176,569034,9012129,110236952,10,17,19,19,46613,15324
586,677,2407631109,80258524,2152364,435234,5553528,142272696,10,17,7,17,56647,11411
707,708,2685627177,256466456,115886,67459,325802,227657648,58,17,0,17,106722,2742
282,520,2438044305,66476999,2521858,1387110,4405897,265002632,30,16,23,14,47194,14551
312,824,2359242920,54183020,7279604,2325932,10534557,297026528,17,16,49,33,37881,26747
342,793,2394217827,91268290,7535341,2889265,10515206,90223192,24,16,42,32,46520,27334
497,526,2227825013,119444912,2802977,291988,2296675,120851968,20,16,9,16,45391,11524
647,707,2530845888,159727143,4140594,427981,10330966,187225672,40,16,14,16,98130,20151
251,282,2138997298,29518238,296926,34103,303876,207644824,5,13,5,11,16477,1760
282,343,2306554730,95807263,2153559,868307,5686181,238288048,30,14,8,13,43914,11468
312,825,2235217290,51742417,7207822,2505272,10539422,268923024,17,15,47,32,37040,27317
342,824,2404736622,88063680,7637867,3264081,11331696,314883448,24,15,42,30,45149,27884
342,825,2420886580,92110760,7602103,3157870,10520408,90960840,23,15,42,30,44308,28758
467,496,2336789737,120618619,645044,602972,976246,144707480,44,15,15,16,81888,3233
557,586,2464560865,122687918,4707547,2998182,13269573,213102808,12,15,25,26,47625,24339
557,616,2418281150,121450993,5222110,3172502,11585931,281527936,12,15,22,20,46761,24838
