R1,R2,QT,CT,GT,STDT,SEGT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
475,505,2069444067,135516081,31729,22748,28543,282691416,1,1,1,1,53328,42
531,560,2092083707,184864624,521756,523178,12519663,360409472,119,83,8,82,22362,2119
536,567,1999501981,152989821,475649,562472,11774225,429491880,95,90,2,90,15778,2016
655,686,2028701004,136880743,417335,487412,12823259,489961848,86,91,24,90,18756,2403
676,680,1974252402,1085043833,410032,1689908,20420532,447789448,149,18,12,18,15843,7796
498,530,2029303984,3788111132,2284500,2341120,14952811,527968072,382,9,5,9,30265,8698
530,565,2166205438,819654179,228318,2136365,27302714,445212264,75,47,52,44,12043,9953
561,650,2305999129,1220624739,457311,1691758,23468211,500299520,139,40,29,29,25462,8286
504,535,2011282424,221942139,535904,500539,1961628,586080240,181,11,11,5,22592,1758
532,563,2081935919,123580872,339953,441909,11295105,643266088,85,81,50,82,16631,2248
535,563,2053154450,243296366,250583,735333,8470214,254243104,38,91,57,92,12961,3776
563,594,2087186622,330491303,921362,570451,7506866,401867576,105,111,3,111,37743,2683
325,535,1995115395,1048078310,193824,1546561,15202078,331006656,46,72,77,94,19045,11382
479,567,1942145323,546427108,267886,808322,2292303,545690616,88,48,48,4,15856,4727
624,655,2019547245,230022801,563347,558720,11392457,644071696,120,86,2,86,21081,2280
650,681,2092180998,151532330,239629,576137,8845605,706669328,47,89,54,87,12994,2982
500,531,1997099108,265851538,505604,660316,8744514,345802856,113,86,69,44,13988,2793
504,530,2012180659,803871003,269968,1400355,20877533,649313256,72,66,110,57,20572,7227
506,536,1967675251,26322190,17067,45659,98761,666655520,2,4,1,4,13070,276
537,568,1968569137,149487089,322056,452876,5924927,294136200,84,72,0,72,16557,1941
563,593,2093805839,109637528,93046,59224,397344,361414144,16,8,6,8,51783,442
563,625,2060075756,899780327,773400,2018285,111874318,290583744,167,74,4,74,19235,7045
711,715,2008112593,1324024246,534595,2726152,44900996,343650832,165,24,19,34,14083,8923
325,386,2035902609,523048962,393639,936608,16448637,533666640,84,92,98,93,27659,4305
718,747,2001316593,136615301,246767,414879,8296180,581175608,53,85,61,89,10887,2187
435,468,1965888639,1181685401,464886,1534139,6655114,560603096,98,83,86,5,16373,6657
534,627,2053388062,891405927,310854,1646866,49500032,498578032,65,88,183,180,13756,9085
680,710,2112761507,116272579,83225,49189,107013,573243472,15,8,5,8,61158,148
416,535,2018107820,1286824206,379188,1589083,16642608,304967632,104,61,59,60,26222,8667
445,534,2003548442,603714805,296343,1109464,14603534,544908744,72,75,73,74,22353,6319
626,657,2091904582,1354493746,1516129,1334354,26842487,357676600,315,19,7,16,31875,4843
471,561,2074422848,870872855,499246,1307937,42590547,334906840,104,87,56,89,15014,6943
508,567,1981608933,323714108,436738,706739,10306686,464998472,111,59,55,17,18407,3154
614,649,1962363465,1308757544,337632,2023445,11239442,540944696,143,5,6,6,13511,9092
416,475,2002386027,1160829890,928904,5225074,10651375,613050448,236,12,12,16,35707,5847
655,685,2071772138,64457690,32745,47902,115726,318221512,2,5,2,5,20226,300
325,356,2051231557,362587709,1027165,984293,21212302,457132712,197,89,72,97,36592,2836
533,627,2076460226,669466366,228861,2334795,29376638,391376064,69,56,60,97,13607,8588
568,598,1944390180,32711965,46208,82720,362743,409818400,10,12,8,11,14177,480
629,658,1973860068,182644663,416286,349983,2813390,489708896,163,4,1,4,13002,1353
445,533,1993151737,546495127,218326,1050524,19527074,378496168,78,45,36,46,17952,6488
531,595,2204991733,818297713,311951,2363735,55041444,338571968,77,75,64,73,12706,11469
532,595,2065710911,689744537,354978,1790132,43194491,604711480,79,82,76,76,16081,9719
533,595,2058724143,905403133,624995,1872062,79386323,609451688,99,125,97,126,20884,9934
567,596,1983889802,163750110,326353,521176,12546454,360282736,80,80,4,80,13212,2407
532,565,2023227556,775890458,375643,2023270,36787849,348056464,110,53,49,55,15992,8130
658,687,2003756530,125952061,551767,377330,10315369,408260656,97,74,1,74,16720,1769
386,535,2001502138,1455145761,353893,1773306,11284309,601947816,102,55,55,55,25604,9738
531,565,2091965323,904362507,313856,2290110,34605237,327298560,105,41,39,46,14769,9556
559,591,2025375925,406841262,280448,703861,10588749,467927936,90,51,60,49,14471,3395
627,657,2064200546,241867376,326055,684375,19430377,584084232,78,70,4,70,33595,3000
621,651,2093048683,112332643,18343,30262,40251,333818720,1,1,2,1,27089,96
675,679,2010312178,1052076233,516810,1975566,64826001,383598920,147,44,16,45,15840,8734
265,415,1953436316,446086571,139730,942597,9996028,557279056,72,20,18,21,19771,6249
533,561,2072780951,105562374,116182,539515,4972437,597353232,22,69,12,65,10463,3349
565,626,2043443596,395577130,297546,826371,26501001,399958504,62,88,73,88,14556,5136
593,655,2067232023,380074651,246217,679626,25706934,549497608,85,76,7,73,15735,5386
614,650,1959878187,1174152952,283879,2135680,39538616,343270648,131,5,6,5,12578,10320
434,468,1955761202,1106134296,375058,1883294,37138896,425801944,82,77,80,76,14652,8135
445,505,2017448877,984989588,1530099,1588508,68635573,461044864,258,72,11,71,40436,5341
561,624,2064366995,625450000,358930,1300829,41475521,695095032,79,85,31,84,13373,7256
613,644,1987202873,422869296,714018,940449,22036966,473668696,141,95,91,80,26678,3717
530,595,2061383652,638163280,199954,1814753,35975632,708224576,49,73,88,62,10433,11364
565,628,2034317821,1179211748,475711,1530031,33431802,413589920,95,92,175,92,17929,7833
416,533,2018459639,584586571,157863,1144570,10976864,634321648,67,35,37,35,16486,7442
508,537,1987755514,82093215,373684,195268,2890881,677042040,108,43,40,43,20738,785
562,621,2064002133,260922063,248458,679749,16255949,418413448,60,73,21,70,13807,3832
590,621,2060125187,99391060,169270,415940,3728689,459940384,31,82,44,83,9031,2099
658,686,2001963417,169375867,167969,493356,8037377,522225616,43,67,72,56,9923,2836
265,475,1961293172,581898299,132777,1333208,14679015,398556792,70,19,16,19,18687,7999
356,535,1965349073,1689113921,338535,2256532,18509198,625338016,99,54,54,55,24711,11718
505,565,2052809340,869283141,961428,1153126,23193726,626240448,233,28,24,27,28098,4796
530,596,2107049932,605736634,137083,1769800,19168523,526421960,54,41,67,34,9941,9365
592,623,2090940851,489585539,854022,652828,7093981,397925576,184,55,45,55,17291,2449
350,410,1947705231,272207184,461934,844218,18355198,476476352,73,71,3,71,12475,2685
415,534,2041875465,739909321,253738,1463762,15611284,396355784,65,69,71,69,21104,7555
505,596,2035515559,1390147012,662161,2007756,30589441,514397376,196,16,13,17,23417,7678
506,535,1952637758,170457698,208840,423093,5513044,581940736,52,72,44,74,9712,1875
535,595,2066110863,964870032,1008512,1368727,56885505,579150768,199,78,116,76,22954,6076
537,598,1965036724,178395812,234633,564043,19843992,651475792,59,73,8,73,12137,3439
561,594,2069661383,497898754,291605,1196764,31697473,504720512,69,78,55,79,12860,6184
561,680,2178940142,761560388,275085,1442714,20437308,471844176,98,35,23,27,19578,8027
595,657,2066178216,461021281,273470,1020077,30172240,646258192,93,46,24,42,19974,5805
718,748,2015911233,60369493,102825,124776,752256,671170672,7,23,12,23,17397,761
719,748,1975568217,293300528,337746,537048,7691361,437884392,91,68,18,69,19710,2270
386,533,1986340975,638226842,147191,1197162,10613094,662111560,64,33,37,33,16078,7982
437,498,1948398266,940808466,513120,1282406,10228142,384774952,163,23,22,24,15989,5170
530,559,2120496810,101216202,246285,398127,8994627,434354176,68,69,46,68,18725,1949
553,584,1927747306,114414258,202473,393880,3721165,477731520,51,70,72,58,10341,1850
563,626,2135618588,703400126,277743,1333755,19138384,409788568,119,15,6,15,17848,5560
355,475,1933819291,678482387,268619,1335505,34773231,644085024,95,44,10,45,13024,8118
502,533,1998114127,121110602,297736,379921,8595671,699574952,82,66,41,60,19545,1829
560,621,2073950636,265361793,207251,682007,17650055,487497536,54,69,16,69,16535,4591
386,534,1998806181,877077122,200362,1449810,8536690,485886800,61,55,59,56,19520,8454
441,501,1963394157,261643413,404671,778734,22340143,591063536,102,69,1,69,13754,3220
445,504,1998020476,290591825,178062,669726,11236508,690055768,78,31,22,30,10200,3911
535,628,2011107596,586090213,226858,1007117,24676275,587922608,78,50,57,59,15166,7329
558,590,1995102197,769111550,578823,1320027,29445789,568500120,145,62,22,59,14490,6041
437,468,2059684157,1262196378,1141209,1197317,16540028,421859336,238,46,33,46,23943,4829
499,533,2009112427,496328818,183877,1302712,6551182,608713072,87,21,26,19,9810,5842
534,628,2052143054,521541422,163971,1153623,25689286,489176712,40,65,124,128,9233,7946
568,599,1957461656,54963079,162714,245337,4334279,514089928,42,64,24,64,12954,1479
592,624,2057067315,486329593,428847,935807,19122396,694762656,114,64,24,64,14737,4175
595,628,2057603621,1149661782,523259,1535529,18743267,481225696,137,65,70,31,14958,7998
622,651,2008836293,48221107,138029,306009,5640781,506306280,55,43,27,43,6639,1583
689,718,1930906206,163287595,256204,453213,4597621,575275736,79,57,14,55,15295,2074
501,560,1996531495,204849737,235602,571191,15461790,656800544,51,80,72,78,10408,3548
502,563,1979150591,141255686,154705,531110,9806902,713234088,38,67,84,68,9351,3008
534,595,2074171620,1238821798,900477,2102362,81401261,553850368,155,110,97,108,18376,9218
535,596,2065259136,1116139615,925409,1449530,42167708,645977808,199,59,89,59,29527,5804
558,591,2000475223,398793308,248348,926202,15834684,818166064,77,54,60,53,12665,4967
595,627,2108020860,1751631764,1425931,2251216,10870224,675130704,316,9,6,8,37125,7322
627,687,2012555346,186251569,168457,512687,13010411,747803648,41,65,62,63,7578,3399
415,533,1985385625,605200846,189141,1194068,21515170,616571832,69,42,38,42,17191,7447
529,560,2029893261,2535035565,1927331,2056813,31937136,704570408,308,66,41,56,29273,7432
562,592,2089404214,159889039,83498,36375,171977,783084536,6,5,1,4,36906,347
562,623,2108567512,958973502,616525,1307905,21825230,697850800,133,72,58,74,15046,5662
565,658,1993662440,384031064,156120,751948,3532049,833876168,74,27,28,13,9710,4674
599,629,1974162363,87373816,118265,238297,1029906,875730784,60,7,2,6,15036,1039
716,747,2030366843,40468160,105143,172729,1797671,896658608,28,58,60,42,8657,1220
717,746,1991626082,41550653,100454,198022,1511964,917592448,17,67,29,62,8483,1324
620,651,2066319533,53277612,163541,302165,3694171,938520456,44,65,7,65,7853,1646
651,683,2007028609,520983252,515528,928616,13097881,590288136,167,23,12,24,12831,3559
741,775,2006857642,748035467,332892,1326298,9478314,862377800,133,17,17,21,15665,6381
324,505,2058519365,442007746,115599,1041832,16566625,1008892368,62,21,21,18,7684,7689
356,534,2020785204,916765998,180649,1500005,7219320,806871456,58,53,55,53,18779,9603
500,532,1998782533,233916002,196989,737499,7095959,898028744,66,50,44,28,9692,3592
504,533,2020018013,615447249,1611926,1013095,37214548,586551048,250,100,99,87,36356,3684
534,597,2074977555,577292024,229150,1225989,25247188,792445640,72,56,59,65,14013,7706
593,656,2026925752,398626198,253640,998323,33820752,978719144,72,63,6,62,14127,6032
613,650,1981567172,927297457,208326,1981572,7223609,837107320,112,2,2,2,11311,10106
614,646,1977698647,887020108,861810,1165011,22301721,678585224,233,13,18,14,21468,4752
326,505,2007259080,888332329,233543,1580715,14524733,991242112,110,13,25,18,23024,9132
411,471,1976873788,119547340,254496,508152,13235287,603320296,72,60,2,60,10526,2494
502,531,1935506798,83413300,307360,301976,4698710,665722280,115,33,40,30,11458,1445
529,561,2078425620,2538733351,1837509,2375927,116133643,663002576,293,70,74,70,29350,9163
534,560,2070824245,258826588,147189,860900,13732505,766707368,61,36,18,39,14828,5336
563,591,2112956931,181158149,160955,424144,3040250,839292232,62,40,40,38,22731,2035
680,684,2126403081,170417640,141402,923019,10171273,911877672,37,60,24,54,9021,5044
687,746,2022629268,110289981,115241,289159,4419816,942987696,13,55,64,48,5662,2301
295,386,1941364295,274189480,130886,467445,5150681,1025961856,77,12,12,12,20854,2929
324,445,1957124819,362619204,146788,943202,17439931,639717808,62,33,34,31,8654,6060
415,505,2040713276,1661804567,1215862,2247515,85042833,699666176,240,51,56,51,37877,8829
416,534,2015948264,765145757,207939,1299603,7660222,984242344,63,58,60,58,20036,7649
472,562,2033887967,214185257,174130,585676,18380356,1058487152,48,63,10,63,7815,4077
498,531,1990672779,641832431,287973,1182164,9110289,653453016,118,17,17,18,12302,5104
499,534,2037008143,497114771,137942,1285944,9727832,832610936,52,41,49,38,8198,6512
529,534,1994106016,591060626,173552,1442750,12257424,1047583992,65,42,53,40,9230,7019
529,562,2034831655,1014801491,478302,1566742,51226280,799259944,128,58,56,58,14584,8105
532,596,2092484654,661508701,236026,1673819,26667887,1041481800,84,42,71,41,15155,8553
533,628,2082436437,405533097,114929,1004313,13856622,623260232,35,50,80,73,7746,7198
561,622,2146638790,92934466,104815,369431,8661679,656700536,32,51,20,47,6290,3121
563,595,2082176809,767727174,719767,1323156,29825821,946521880,175,58,15,58,25010,5435
597,656,2031548307,454866037,318332,690078,10810189,1113728728,87,63,60,62,10593,3787
355,445,1955565070,547609575,311900,1095905,24436315,735681768,96,46,8,46,13200,6241
434,499,1911720515,637148984,154844,1156397,18557482,951287320,43,58,58,65,9828,7318
435,498,1991966669,653489676,209991,1070178,14231292,653055872,59,57,58,57,10812,5505
499,593,2025116968,675255467,187034,1166411,15316959,882359456,56,54,51,54,9571,7534
535,627,2073231660,1294930997,505828,1582842,21147683,825990840,153,39,65,38,20888,8062
597,658,2018135430,193530293,165652,427386,7833277,906707528,58,48,43,48,12439,2635
612,646,1945309027,611751198,264100,1518638,11275211,621888040,122,7,9,7,13068,5933
623,653,2015261631,37553469,44049,73789,286331,641415840,12,5,2,3,16508,571
625,687,2028391303,465166918,348960,998199,27035173,817146568,99,55,12,52,12232,5111
651,681,2035647354,56225403,17553,15432,27460,856204168,1,1,1,1,22772,78
470,562,1986722965,112017458,82338,442289,6463672,905012288,15,58,61,58,5653,4514
472,533,1999190905,206301892,218162,566818,16762872,973350456,62,59,36,60,9977,3525
479,537,1973383819,403373429,299261,787271,3209166,623398296,134,5,5,8,16524,3110
499,562,2065854139,982621662,425883,1576909,56790244,973006104,118,58,44,57,14035,8700
529,593,2053392610,671628961,206896,1173712,16301923,740324792,58,59,59,60,9878,7359
561,623,2168605848,998191122,535029,1637850,27453774,639510968,131,63,52,63,14597,6200
626,687,2058282211,1099044517,665627,1257280,16995896,1020959104,185,32,31,16,11526,5880
678,710,2003191324,119636182,172255,445347,8584055,613651520,62,47,31,50,9224,2278
686,717,2063796914,64064691,191622,248605,5696977,647802328,66,53,30,48,17451,1533
434,498,1949112481,564305856,182667,1224165,22942940,861255264,54,54,49,55,10264,6734
474,505,1949669699,63802163,164808,260145,2240356,886869264,89,19,14,18,8313,1139
500,533,2047497684,233169467,129148,761189,6273047,980802392,50,41,42,26,7545,4091
505,536,2077487788,73669494,128351,313798,4166456,579551552,35,58,35,59,10287,1872
522,556,1936593502,1397507731,530338,2791386,3719956,675451640,181,4,4,4,18779,8349
533,560,2057731042,261433648,183078,781870,17117015,780245512,67,47,21,50,15291,4979
565,627,2062341430,1972153373,1329333,2250466,678623,634564208,302,11,11,1,29004,7797
567,599,1990075868,125606457,181856,537038,10905671,672577080,37,49,9,49,11320,2343
628,659,2071905751,143719158,231018,455853,7040462,733398984,70,57,23,67,17331,2179
681,686,2038352785,191706608,117748,867052,8728086,809424296,28,47,36,40,7666,5861
265,445,1956076963,504706462,134450,1103406,12678731,623264672,71,19,16,19,19347,6827
326,535,2011332009,358342353,89545,803764,5900960,763596672,37,35,39,39,17124,6480
505,597,2062124009,1309720314,462376,1824082,26683501,847044848,152,27,11,25,20464,9027
560,651,2097877431,141249582,106980,492850,9907692,904471688,28,54,26,54,5845,4156
561,710,2103947328,276091930,117958,797093,15430040,644849760,37,50,20,45,15158,6362
562,656,2058792960,311944559,140069,866873,24119897,763523072,43,54,18,53,8821,6266
589,620,1978032181,41676185,124252,211311,1810392,784466944,33,57,17,57,8090,1144
592,622,2056470351,46864475,89342,140161,118594,805411048,43,2,1,1,14664,596
624,686,2004692557,200805163,180695,684201,16112085,889191680,63,46,4,44,11692,3393
656,685,2044915362,355811148,485520,666087,18048849,670423432,151,33,20,30,13589,2976
679,710,1980045057,77064592,186895,335386,3675690,704388296,63,53,32,45,9910,1416
323,475,1940821074,311406445,98509,915743,16428989,826662592,43,34,37,33,7241,7188
325,533,1970807608,470424585,89637,879591,8736272,658054136,29,45,46,58,12543,8779
326,416,1981254817,343911689,227213,676779,3569799,796768416,115,7,10,6,25324,3724
435,499,1938449121,730143635,182677,1099406,10979186,727905936,48,62,62,67,10443,6329
467,499,2003854353,1854993943,1164172,1579679,18798076,713161672,243,44,32,43,22685,6369
475,531,2015742592,355200991,125594,970897,10488762,854087280,66,21,19,23,14151,5585
658,718,1994897882,115886260,105572,316840,6347556,901057184,26,57,29,62,9837,2718
687,747,2011916245,51043187,65391,217004,1559341,927895536,6,59,60,58,5105,2089
469,530,1967251187,145461176,162058,460546,12861616,650506840,51,56,26,56,8860,3129
473,533,1973609415,309733854,367042,674866,23747849,774628576,112,52,6,52,12253,3696
498,529,2040644234,3131008693,2352691,1955630,10996556,802750592,390,10,3,10,31145,6717
529,559,2033967850,20107592,22526,63288,235318,818015776,11,4,6,4,9779,409
557,590,1960254991,575346823,312614,1179265,26139070,1031724968,101,51,28,47,11820,6671
620,681,2053093011,185381692,121785,531741,5722301,726390512,33,55,42,54,8083,3509
647,651,1958107894,548652103,236125,1342101,3115651,927978128,115,7,6,7,10101,5683
688,747,1985879125,83484294,98200,265639,5811935,964633288,34,47,45,33,5873,2134
746,774,1979750483,249777689,178637,504729,4277634,1065444392,54,54,56,55,13956,2421
117,176,1980270648,223852597,114515,454056,446974,681184952,79,2,2,2,26918,1809
324,475,1939153002,478186211,144031,1027082,23400454,832156992,62,34,34,33,8658,7514
355,505,1964672518,752987054,208584,1444935,23040567,1080818176,94,24,8,23,10942,8696
470,501,1987923830,60167889,158544,358354,4323100,1098578416,29,54,18,53,6536,1471
473,505,1977744651,152865582,135163,490164,3679049,713998168,65,31,28,14,7488,2484
501,530,2076193793,172557760,599200,518749,20790722,782878344,161,56,49,56,16807,2418
501,532,1996478028,72856217,226456,336398,8677171,825920608,80,48,19,47,14677,1830
501,563,2020606038,531617487,219279,866473,13944229,1015307696,70,54,45,57,9957,5397
530,627,2109687278,394990190,79760,1315329,10955779,733509376,37,31,47,35,7100,8078
558,589,2012859391,34091800,139103,212101,2689960,741859744,28,47,23,47,5894,940
559,590,2052562289,538122559,715972,881416,14538214,942190144,179,52,38,41,15510,3620
596,657,2106260515,105629375,80793,309029,4886479,992269392,17,53,51,52,18024,2683
197,204,1980826885,383474927,94016,1543639,2339101,691808088,64,7,8,7,10341,5868
295,415,1981766430,376126416,146882,809610,10686885,837512552,74,24,19,25,21031,5258
324,415,1943519184,296917270,135388,788032,12603174,950837616,62,33,35,31,8770,5229
325,534,2008202052,630798719,108831,966088,6124635,779111792,29,54,57,72,14352,8978
355,415,1947196524,387078312,283935,952292,15015135,928350488,97,48,8,48,13894,5020
445,531,1985769810,340665034,108492,1029833,6957899,1061864288,65,13,11,13,13228,5964
500,534,1985553032,186918070,67430,660539,4162733,723828440,26,37,40,44,5158,3773
536,597,1983993731,123758667,156843,463352,14811950,777191824,52,52,8,46,8256,3305
561,625,2097234890,331838989,148918,920580,24602286,906783408,43,59,44,61,8236,6478
562,655,2075388208,306292200,160457,795979,25213350,1021141456,51,52,13,50,10133,5668
677,710,1977900455,135831987,135197,660742,17702272,693837360,50,45,25,48,8839,3582
679,711,1988184939,439331142,378823,995253,20535347,856722672,120,44,19,35,11861,4305
323,445,1944571255,268258871,98091,793560,12678607,960360880,43,33,36,31,7237,6010
