R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG
639,758,0,7709686,387164704,44,3,22,19
639,759,0,9341465,455590992,41,3,22,19
639,760,0,9729041,524016016,38,3,22,19
639,761,0,10137350,600057472,38,3,22,19
639,762,0,11719899,253417664,38,3,22,19
639,788,0,288696,251980824,2,3,4,4
639,789,0,10037322,318890816,43,3,22,19
639,790,0,9900930,393236336,40,3,22,19
639,792,0,12519907,534488768,38,3,22,19
644,647,0,2915568,530516152,3,3,7,5
646,706,0,39749624,312772032,67,3,2,3
646,767,0,3926762,318333672,22,3,4,3
646,792,0,2363466,388992584,3,3,3,3
646,793,0,1916829,458508064,3,3,1,3
647,678,0,2185950,315350792,6,3,0,3
648,706,0,163395,535062552,1,3,3,3
648,766,0,347261,384957368,1,3,4,4
648,796,0,320209,253763032,1,3,4,4
649,679,0,15798663,535112840,81,3,0,3
650,677,0,1116585,461606824,7,3,5,3
650,678,0,8124362,534290008,74,3,3,3
651,677,0,1856721,455740360,7,3,6,3
651,678,0,16356009,529875336,74,3,4,3
668,756,0,465824,245435464,54,3,3,0
668,758,0,7717951,388076744,46,3,22,19
668,759,0,9505827,463152520,43,3,22,19
668,760,0,9985319,530722032,40,3,22,19
668,761,0,10274755,244789720,40,3,22,19
668,762,0,12209398,312361232,40,3,22,19
668,789,0,10328886,385531528,45,3,22,19
668,790,0,9907307,456649480,42,3,22,19
668,792,0,12910527,594239336,40,3,22,19
674,707,0,4035519,461210488,1,3,5,4
676,826,0,24165982,396601672,31,3,2,3
677,708,0,722218,467433176,2,3,7,6
679,711,0,1120255,312995952,5,3,5,5
680,766,0,1460095,528594648,1,3,8,5
680,796,0,1510604,395635112,1,3,8,5
681,766,0,1396266,455383096,1,3,8,5
681,796,0,1500177,319849216,1,3,8,5
697,758,0,7349808,242562368,46,3,22,19
697,759,0,9800588,316748960,43,3,22,19
697,760,0,9842622,390894288,40,3,22,19
697,761,0,10502164,457614344,40,3,22,19
697,762,0,12141888,531749080,40,3,22,19
697,786,0,85142,390785680,5,3,3,0
697,789,0,10105237,245916640,45,3,22,19
697,790,0,9654657,320364592,42,3,22,19
697,792,0,12654012,461821120,40,3,22,19
698,727,0,153765,598294936,57,3,3,1
698,758,0,7477060,599916424,46,3,22,19
698,759,0,9507502,255472008,43,3,22,19
698,760,0,9796516,322388288,40,3,22,19
698,761,0,10246074,396741416,40,3,22,19
698,762,0,11944228,471091224,40,3,22,19
698,789,0,10439710,538036280,45,3,22,19
698,790,0,9749824,245192584,42,3,22,19
698,792,0,12796684,392242792,40,3,22,19
704,707,0,4249577,320109632,1,3,5,4
704,796,0,2529605,398144744,4,3,4,4
704,826,0,2260845,311826568,4,3,3,4
706,708,0,1509305,457691976,2,3,2,4
706,766,0,58642195,466188672,69,3,0,3
707,767,0,23062463,532692808,39,3,2,3
708,711,0,1567673,528874560,4,3,4,4
727,786,0,60684,381591968,6,3,3,0
734,796,0,2224116,530423328,4,3,2,3
734,826,0,1926066,396867960,4,3,1,3
736,767,0,2125099,393455752,11,3,0,3
736,795,0,1841014,537429544,24,3,5,3
736,826,0,11069854,598876008,51,3,3,3
737,797,0,1430584,459505168,33,3,3,3
756,788,0,890621,398969944,4,3,3,2
757,788,0,660770,536807368,4,3,3,2
758,789,0,285243,252349656,55,3,3,1
766,795,0,2533964,318032888,44,3,5,2
767,797,0,63817,459230744,41,3,0,3
767,825,0,2343798,243844144,3,3,6,6
792,794,0,683185,531968128,3,3,6,4
792,796,0,27054647,321847408,56,3,4,3
792,824,0,1465593,466489416,63,3,4,2
793,794,0,424588,389863816,5,3,4,3
793,796,0,27834370,530907528,59,3,4,3
796,826,0,6714671,465864152,364,3,1,2
797,824,0,594774,246299560,3,3,3,3
226,227,0,41990,225715032,8,2,0,2
226,285,0,349368,297188888,6,2,2,2
227,255,0,1072930,292990832,4,2,3,2
251,253,0,802224,373298232,12,2,3,1
251,314,0,415705,364990944,3,2,3,1
251,372,0,187222,444750472,1,2,3,2
251,402,0,187925,431953600,1,2,4,3
251,579,0,296270,370901336,1,2,5,4
251,609,0,317399,364512032,1,2,5,4
251,638,0,324497,510936208,1,2,5,4
251,639,0,311463,225829256,1,2,4,3
251,668,0,321266,438673800,1,2,5,4
251,697,0,331817,301127448,1,2,4,3
251,698,0,313680,373598376,1,2,5,4
251,727,0,341095,224556256,1,2,4,3
251,756,0,349134,436888032,1,2,4,4
251,757,0,376670,512485744,1,2,4,3
252,372,0,307945,517957888,2,2,2,2
252,401,0,332065,433398696,2,2,2,2
252,402,0,315219,508473776,2,2,2,2
252,431,0,340076,297014816,2,2,2,2
252,460,0,358572,510611104,2,2,2,2
252,461,0,348939,225557608,2,2,2,2
252,490,0,365466,445630480,2,2,2,2
252,520,0,372029,370864784,2,2,2,2
252,550,0,381860,297786456,2,2,2,2
252,579,0,258127,512389408,1,2,2,2
252,580,0,384242,227112464,2,2,2,2
252,609,0,258504,441095656,1,2,2,2
252,638,0,273381,302786064,1,2,2,2
252,639,0,270931,368771056,1,2,2,2
252,668,0,282227,226628776,1,2,2,2
252,697,0,290014,448009440,1,2,2,2
252,698,0,276000,514749552,1,2,2,2
252,727,0,302538,368271888,1,2,2,2
252,756,0,305402,228867144,1,2,2,2
252,757,0,302173,295021336,1,2,2,2
252,758,0,345972,368533472,1,2,2,2
252,760,0,389080,515577640,1,2,2,2
252,761,0,411052,223545752,1,2,2,2
252,762,0,448714,298622144,1,2,2,2
252,789,0,370852,362023672,1,2,2,2
252,790,0,375583,437421616,1,2,2,2
252,792,0,446354,580657288,1,2,2,2
252,793,0,510464,228647376,1,2,4,3
252,795,0,639618,371101008,1,2,2,2
252,796,0,577011,446091728,1,2,2,2
252,824,0,582268,225031728,1,2,4,3
252,825,0,515901,299908112,1,2,2,2
252,826,0,560885,367293376,1,2,2,2
253,312,0,1550302,435402008,2,2,3,2
281,314,0,433093,438831664,4,2,2,2
281,372,0,274508,446003616,2,2,2,2
281,402,0,295762,369350808,2,2,2,2
281,758,0,293903,370287328,1,2,4,4
281,760,0,348921,512132136,1,2,4,4
281,761,0,358871,226679464,1,2,4,4
281,762,0,388187,293681776,1,2,4,4
281,789,0,321797,370716392,1,2,4,4
281,790,0,332433,438094080,1,2,4,4
281,792,0,404313,220120120,1,2,3,3
281,793,0,509385,293418144,1,2,4,3
281,795,0,655758,440019448,1,2,4,3
281,796,0,584785,505989544,1,2,4,3
281,824,0,527433,292166016,1,2,4,3
281,825,0,553247,365672064,1,2,4,3
281,826,0,549642,439181944,1,2,4,3
282,315,0,2119173,223967392,34,2,3,2
282,406,0,1228824,446882160,3,2,1,2
282,435,0,2875019,366542400,16,2,3,1
282,437,0,520895,506602856,1,2,1,2
282,466,0,2568041,304351592,12,2,4,2
282,496,0,2185151,231273232,6,2,3,2
282,497,0,1599707,302578864,2,2,2,2
282,528,0,1172345,377178208,2,2,4,2
282,544,0,1630704,440788736,2,2,2,2
282,557,0,1201967,232578928,2,2,4,2
282,587,0,1240886,220305832,2,2,4,2
282,786,0,691057,374480520,2,2,4,2
283,342,0,10046876,448771728,12,2,0,2
283,343,0,9782277,520942648,12,2,0,2
283,344,0,393631,235253088,3,2,4,2
283,528,0,1102190,436891288,2,2,4,2
283,557,0,1145576,294610584,2,2,4,2
283,587,0,1134151,230357760,2,2,4,2
284,315,0,788047,234606192,39,2,2,2
284,344,0,295611,447374736,3,2,4,2
284,431,0,1863618,370883040,6,2,1,2
284,460,0,2035375,226594952,6,2,1,1
284,461,0,1975743,300729632,6,2,1,1
284,490,0,2075801,509337152,6,2,1,1
284,520,0,1457127,434070528,4,2,1,1
284,528,0,1045168,231064280,2,2,4,2
284,550,0,1478125,301865616,4,2,1,1
284,557,0,1067403,443425472,2,2,4,2
284,579,0,1220212,513569672,3,2,1,1
284,580,0,1525711,220968152,4,2,1,1
284,587,0,1110105,305788424,2,2,4,2
284,609,0,1235212,372238672,3,2,1,1
284,638,0,1323798,225065616,3,2,1,1
284,639,0,1281679,300360008,3,2,1,1
284,646,0,1232815,436838760,2,2,2,2
284,668,0,1302754,509158144,3,2,1,1
284,697,0,1587350,300895304,3,2,1,1
284,698,0,1320566,375466424,3,2,1,1
284,727,0,1366704,234361192,3,2,1,1
284,757,0,1426036,518520808,3,2,1,1
284,761,0,5532469,444862728,4,2,0,2
284,762,0,5623263,512807776,4,2,0,2
284,792,0,5507264,440788712,4,2,0,2
284,797,0,2055446,439851528,2,2,0,2
312,405,0,4885818,446862768,21,2,4,2
312,435,0,4627525,443557464,18,2,4,2
312,497,0,1073313,376409632,2,2,4,2
312,544,0,1592590,438211592,2,2,2,2
312,766,0,2893132,233694136,3,2,4,4
312,786,0,657433,519993848,2,2,4,2
314,316,0,1335944,232309576,29,2,2,2
314,346,0,1582022,513283472,29,2,2,2
314,528,0,854905,516998536,2,2,2,2
314,557,0,895776,363740064,2,2,2,2
314,587,0,930963,296584752,2,2,2,2
314,646,0,1065398,304148304,2,2,1,2
314,758,0,1076869,511086480,2,2,1,2
314,759,0,1170645,225811520,2,2,1,2
314,760,0,1352542,300172664,2,2,1,2
314,789,0,1177208,506668656,2,2,1,2
314,790,0,1281971,582478080,2,2,1,2
314,797,0,1983303,302694688,2,2,0,2
315,376,0,1078407,508082800,29,2,3,1
315,377,0,1051895,582000776,28,2,3,1
315,438,0,2304035,518948408,6,2,2,2
315,468,0,1639491,448979024,4,2,2,2
315,498,0,891910,372569328,2,2,2,2
316,376,0,1053596,300413568,29,2,3,1
316,377,0,1022785,375074912,28,2,3,1
341,756,0,1113918,581797112,2,2,2,2
341,757,0,1548927,237469160,2,2,2,2
342,405,0,5685414,372724136,28,2,4,2
342,435,0,5261415,233204176,23,2,4,2
342,497,0,943471,583335936,2,2,4,2
342,544,0,1248305,234480032,2,2,0,2
342,550,0,5092423,298466224,48,2,2,2
342,579,0,5024201,522617192,46,2,2,2
342,609,0,5134483,515791032,46,2,2,2
342,638,0,5114580,370728840,44,2,2,2
342,639,0,5193105,443627600,45,2,2,2
342,668,0,5214203,300993824,44,2,2,2
342,697,0,5337620,514602584,43,2,2,2
342,698,0,5232885,229281736,43,2,2,2
342,727,0,5425977,443943312,43,2,2,2
342,766,0,2458869,295073968,3,2,0,2
342,786,0,650169,236865088,3,2,2,2
342,816,0,503170,579571400,2,2,2,2
342,845,0,519219,380357920,2,2,2,2
342,846,0,513456,455345616,2,2,2,2
342,875,0,544976,303866856,2,2,2,2
343,405,0,5180678,520967192,28,2,4,2
343,435,0,4844776,443110120,23,2,4,2
343,497,0,845887,437695392,2,2,4,2
343,792,0,2997696,378949352,5,2,0,2
343,795,0,779717,233958624,1,2,3,2
344,376,0,180612,231988296,2,2,1,2
344,405,0,5088143,442896456,28,2,4,2
344,435,0,4754669,306040856,23,2,4,2
344,497,0,848554,237903456,2,2,4,2
344,646,0,5368827,374412784,5,2,0,2
344,766,0,4632984,441416784,3,2,0,2
347,377,0,36309,448862912,20,2,0,2
347,466,0,1279878,583982800,13,2,3,2
347,467,0,788992,239665968,13,2,3,2
347,496,0,1786449,451013456,13,2,4,2
371,756,0,1045472,241979104,2,2,2,2
371,757,0,1311944,308890016,2,2,2,2
372,431,0,269897,304659096,63,2,2,1
374,435,0,1072868,376842680,24,2,2,2
374,497,0,427881,308339920,2,2,2,2
374,524,0,2266082,377691504,6,2,4,3
374,526,0,2324647,520161688,6,2,0,2
375,376,0,58610,516478680,2,2,1,2
375,406,0,64174,451115192,3,2,0,2
375,646,0,3154928,233418472,5,2,0,2
375,766,0,3167540,238387904,3,2,0,2
375,796,0,3282884,517841760,3,2,0,2
375,826,0,3481477,448407224,3,2,2,2
376,406,0,19889,447755112,2,2,0,2
376,437,0,382846,453191952,1,2,3,4
376,498,0,349993,371066696,3,2,2,2
376,527,0,279321,311128704,2,2,2,2
376,528,0,284021,376431512,2,2,2,2
376,557,0,316503,234085096,2,2,2,2
376,587,0,346643,520700848,2,2,2,2
376,646,0,836785,308172344,2,2,2,2
377,437,0,4477605,231871088,40,2,2,2
377,466,0,2798665,446020936,36,2,3,2
377,467,0,1780821,520055168,39,2,3,2
377,496,0,4100342,381121600,36,2,4,2
378,766,0,5466230,445264536,5,2,0,2
378,795,0,2705126,299116688,2,2,2,2
378,796,0,4438735,372210000,4,2,0,2
378,826,0,3792383,300698640,3,2,2,2
401,431,0,76617,236344344,68,2,1,2
401,544,0,898795,590148560,2,2,0,2
401,757,0,16770951,301710752,46,2,0,2
404,524,0,2223905,454896944,6,2,4,3
405,496,0,1191047,303130128,14,2,2,2
405,526,0,1148510,235329440,7,2,2,2
405,556,0,1405235,520744560,6,2,2,2
405,586,0,1687960,451602872,6,2,4,2
405,616,0,1812706,375194776,6,2,4,2
405,646,0,1552528,312432952,5,2,4,2
405,676,0,1381677,231685744,4,2,4,2
406,527,0,980630,382928528,2,2,1,2
407,527,0,472619,235719800,1,2,0,2
407,646,0,11253983,243991392,31,2,2,2
407,676,0,9124225,520805088,30,2,3,2
407,706,0,6966338,448846888,21,2,3,2
408,795,0,2777665,240390248,2,2,2,2
408,826,0,3801402,304513872,3,2,2,2
434,524,0,2454988,524818784,7,2,4,3
435,556,0,1364100,310742720,6,2,2,2
435,586,0,1662010,238915912,6,2,4,2
435,616,0,2737781,523661088,6,2,4,2
435,646,0,1531150,454103304,5,2,4,2
435,676,0,1371533,383782672,4,2,4,2
436,556,0,1387253,456890064,7,2,0,2
436,586,0,1697956,381344896,7,2,2,2
436,616,0,1579496,372579952,6,2,2,2
436,646,0,1401983,236394960,5,2,2,2
436,676,0,1281266,521551520,4,2,2,2
437,497,0,276507,521930632,1,2,2,3
437,556,0,4455861,302752064,34,2,2,2
437,586,0,4419231,233914752,33,2,2,2
437,616,0,4435361,524296112,31,2,2,2
437,646,0,4610004,452131744,31,2,2,2
437,676,0,4655436,380722728,30,2,2,2
437,706,0,5992175,305841752,21,2,2,2
437,736,0,2049786,237670800,10,2,2,2
437,766,0,2101584,525443512,10,2,2,2
437,795,0,1278347,379966688,4,2,2,2
437,796,0,1885467,453689816,9,2,2,2
437,826,0,1495727,378776352,6,2,2,2
438,498,0,858839,237168776,18,2,2,2
438,528,0,534181,525266912,9,2,2,2
438,557,0,888584,236484376,8,2,2,3
438,587,0,1289115,311410128,8,2,3,3
438,795,0,2722045,384288088,2,2,2,2
438,826,0,3761386,442965512,3,2,2,2
461,491,0,275309,457900232,5,2,0,2
464,524,0,4785303,308881240,8,2,4,4
466,495,0,75923,385365448,3,2,2,2
466,556,0,7600429,246281680,54,2,0,2
466,586,0,9186060,590397424,52,2,2,2
466,616,0,9321023,453933096,49,2,2,2
466,646,0,8761325,386480544,45,2,2,2
466,676,0,8213421,315468704,41,2,2,2
467,677,0,860275,386660880,8,2,2,2
467,795,0,830008,378112320,4,2,2,2
468,766,0,3728727,594648224,4,2,0,2
468,795,0,2533964,387061328,2,2,2,2
468,796,0,2877202,460982368,3,2,0,2
468,826,0,3213769,385172440,3,2,2,2
490,756,0,1017529,528937312,47,2,2,0
494,524,0,158028,306624128,9,2,0,2
495,526,0,1093669,314369448,11,2,0,2
495,556,0,232999,590896576,2,2,2,2
495,557,0,844753,246774416,2,2,4,3
495,586,0,297503,459551600,2,2,4,2
495,587,0,942946,527409424,2,2,5,3
495,616,0,273195,382941952,2,2,4,2
495,617,0,978245,451182200,2,2,5,3
495,707,0,1026809,591241064,2,2,3,2
496,523,0,189602,533616648,2,2,0,2
496,736,0,30966475,245184240,24,2,4,2
496,766,0,31141851,233321400,24,2,4,2
496,826,0,24293892,451934488,18,2,4,2
497,528,0,401111,454746832,1,2,3,2
497,617,0,513992,528085088,2,2,4,3
497,647,0,309493,452923904,1,2,3,2
497,736,0,2979087,527985720,3,2,3,2
497,766,0,2986996,462874232,3,2,3,2
497,796,0,3060385,457133224,3,2,3,2
497,826,0,1947318,377136816,2,2,3,1
498,766,0,3431882,245634360,4,2,0,2
498,795,0,2324946,458191744,2,2,2,2
498,796,0,2678754,532117776,3,2,0,2
498,826,0,3016716,455610592,3,2,2,2
520,756,0,924288,247321472,48,2,2,0
523,677,0,601543,310485672,2,2,3,2
523,678,0,1105283,377211008,2,2,3,2
523,679,0,1165316,451343896,2,2,3,2
524,584,0,1956480,453980816,15,2,0,2
524,585,0,2202072,520896384,5,2,2,2
524,586,0,1948801,595230280,4,2,2,2
524,677,0,1374497,389679984,2,2,3,2
524,678,0,1395391,455649456,2,2,3,2
524,679,0,945621,528951928,2,2,3,2
526,588,0,1148009,457447880,2,2,2,2
526,592,0,703145,379253208,1,2,2,3
526,593,0,778142,452965848,1,2,2,3
526,737,0,1125072,383304944,1,2,3,3
527,588,0,246898,387052792,2,2,2,2
527,618,0,290686,313880016,2,2,2,2
527,619,0,307873,387800984,2,2,2,2
527,679,0,1393579,457020472,2,2,2,2
527,680,0,355070,525680664,2,2,2,2
527,681,0,402466,245601144,2,2,2,2
528,557,0,512276,384381504,10,2,2,2
528,766,0,3508980,457066720,4,2,2,2
528,795,0,2335695,242820528,2,2,4,2
528,796,0,2718596,311621984,3,2,2,2
528,826,0,3056844,532012440,3,2,4,2
550,727,0,673415,383024496,50,2,2,1
550,756,0,857276,239612056,50,2,2,0
550,757,0,678127,306804064,50,2,2,0
553,677,0,1048451,457745584,2,2,3,2
553,678,0,631761,532512960,2,2,3,2
553,679,0,1134566,240193104,2,2,3,2
554,584,0,579981,458481136,16,2,0,2
554,585,0,1324578,533249096,5,2,2,2
554,586,0,1349836,240826448,4,2,2,2
554,677,0,1235674,378253160,2,2,3,2
554,678,0,787817,453543440,2,2,3,2
554,679,0,891866,521297744,2,2,3,2
556,586,0,113759,532646136,100,2,0,2
556,676,0,35230529,252309696,73,2,6,4
556,678,0,887169,394782016,1,2,2,2
556,680,0,1648118,537233424,1,2,2,3
556,736,0,38071226,454410504,33,2,2,2
557,558,0,19308,316678664,3,2,0,2
557,621,0,3082574,391746864,5,2,2,2
557,622,0,3035076,466622208,5,2,2,2
557,651,0,2646359,315340224,5,2,1,2
557,679,0,2047521,461311672,3,2,3,2
558,617,0,135583,244900768,1,2,1,2
558,677,0,240015,456130464,1,2,3,2
558,707,0,251003,316075784,1,2,3,2
580,727,0,598546,463135936,50,2,2,1
580,757,0,717569,385528328,50,2,2,0
584,592,0,1761668,322401904,3,2,4,2
584,593,0,1783250,387807280,3,2,4,2
584,621,0,1691351,594478392,3,2,4,2
584,622,0,1750966,248651360,3,2,4,2
584,647,0,1000108,594592304,3,2,3,1
584,648,0,1243607,250164568,3,2,3,2
584,649,0,1968977,323261312,3,2,3,2
584,650,0,1762102,389042600,3,2,4,2
584,651,0,1508654,462129688,3,2,4,2
584,680,0,1407750,382014608,3,2,4,2
584,681,0,1496533,456463920,3,2,4,2
585,678,0,2335295,524480168,3,2,3,2
585,679,0,1023943,239175656,3,2,3,2
586,676,0,10483588,536612744,78,2,4,2
586,678,0,3628021,319462304,5,2,3,2
586,679,0,1538922,387315208,4,2,3,2
586,706,0,12916586,461697448,57,2,5,3
586,708,0,2130668,242930240,2,2,8,6
588,621,0,1879367,236472688,6,2,4,2
588,622,0,1901686,311759552,6,2,4,2
588,648,0,385104,309766072,2,2,1,2
588,651,0,2017215,520506640,7,2,2,2
588,678,0,1632175,245918248,4,2,4,2
588,708,0,2545789,528201432,4,2,4,3
588,737,0,978472,320696008,1,2,4,3
592,737,0,1514612,390428312,8,2,2,2
592,826,0,2198859,458250392,1,2,5,3
593,622,0,823577,315515024,87,2,1,2
593,649,0,3961221,390864800,79,2,3,2
593,737,0,1546837,389877768,8,2,2,2
593,826,0,2515698,455864840,1,2,5,3
609,757,0,513182,462345080,53,2,2,0
614,616,0,2310157,316509152,3,2,6,4
614,621,0,3823714,316618856,3,2,7,5
614,622,0,3791144,384192848,3,2,7,5
614,647,0,2423648,321055456,3,2,6,4
614,648,0,2890621,394344528,3,2,6,5
614,649,0,3143535,460304576,3,2,6,5
614,650,0,3393936,533604912,3,2,7,5
614,651,0,3532042,247327928,3,2,7,5
614,680,0,3459403,455643584,3,2,7,5
614,681,0,3489868,530730672,3,2,7,5
616,708,0,2024432,314551160,2,2,8,6
617,621,0,629754,248590200,1,2,3,2
617,622,0,615586,314534768,1,2,3,2
617,651,0,663209,238913184,1,2,2,2
617,679,0,948409,526407120,1,2,4,2
617,736,0,3834005,241718608,4,2,3,3
618,621,0,1872766,247383040,6,2,4,2
618,622,0,1850169,319734776,6,2,4,2
618,651,0,1988041,244202880,7,2,2,2
618,678,0,1607342,253034712,4,2,4,2
618,708,0,2418748,531221712,4,2,4,3
618,737,0,847927,389441120,1,2,2,3
619,621,0,1805780,322334544,6,2,4,2
619,622,0,1817966,396021184,6,2,4,2
619,651,0,2441139,249092008,7,2,2,2
619,708,0,2344595,321983240,4,2,4,3
621,624,0,395661,378661808,2,2,5,3
621,737,0,1392621,319129560,8,2,2,2
621,826,0,2194553,392273288,1,2,5,3
622,624,0,196457,238477968,2,2,3,3
622,737,0,1413398,527936656,8,2,2,2
622,826,0,2232795,245930896,1,2,5,3
623,708,0,454695,454167424,1,2,3,2
638,727,0,349849,533068048,53,2,2,1
638,757,0,413762,462216320,53,2,2,0
639,698,0,171007,465912984,53,2,2,0
639,757,0,479206,311140840,53,2,2,0
642,672,0,18954,533288808,2,2,0,2
644,648,0,2873445,245300640,3,2,6,5
644,649,0,3121884,312509352,3,2,6,5
644,650,0,3468267,387172056,3,2,7,5
644,651,0,3579802,461835592,3,2,7,5
644,677,0,3332899,455978584,3,2,3,2
644,680,0,3509719,310858472,3,2,7,5
644,681,0,3623539,384170704,3,2,7,5
646,736,0,33153730,244653536,39,2,3,2
648,736,0,196690,460149696,1,2,3,2
648,826,0,366260,539078128,1,2,4,4
649,677,0,292106,388304960,8,2,2,2
649,678,0,699028,461715792,78,2,0,2
649,708,0,26122725,384969192,58,2,0,2
649,737,0,925278,244263352,8,2,2,2
649,826,0,1935960,321298088,1,2,5,3
650,737,0,1091778,316958784,8,2,2,2
650,826,0,2001815,388038520,1,2,5,3
651,737,0,1234119,249319344,8,2,2,2
651,826,0,2115095,243252520,1,2,5,3
668,757,0,313996,320509064,55,2,2,0
674,734,0,134504,532103000,8,2,3,1
676,736,0,27284916,383645984,47,2,2,2
676,797,0,986933,240259112,2,2,2,2
678,679,0,3764226,527002536,73,2,0,2
678,680,0,8370736,241600288,71,2,2,2
678,737,0,827791,462289056,8,2,2,2
678,826,0,1860172,540857568,1,2,4,3
679,737,0,889309,315532248,8,2,2,2
679,826,0,1916108,315078552,1,2,5,3
680,737,0,3110631,311318880,4,2,3,3
681,709,0,654984,463070168,2,2,3,2
681,737,0,2895314,238213464,4,2,3,3
697,727,0,66411,247978184,61,2,2,1
698,757,0,217622,525573400,57,2,2,0
698,786,0,73260,324869408,4,2,2,0
704,734,0,21787,395448976,13,2,2,0
706,795,0,2036527,315328696,24,2,5,3
706,826,0,34585242,247699056,50,2,1,2
708,826,0,1983630,455751272,1,2,4,3
727,788,0,1395656,525681072,5,2,4,2
736,797,0,274108,325039912,1,2,2,2
737,825,0,703311,248966640,3,2,4,2
757,786,0,54919,394956192,9,2,2,2
759,789,0,50826,246521320,59,2,2,0
762,792,0,78359,459104960,64,2,0,2
766,767,0,1922198,385680416,11,2,0,2
766,789,0,596345,243077624,3,2,2,0
766,790,0,514595,313015936,3,2,2,0
766,796,0,640229,385871528,124,2,1,1
767,792,0,806738,460924456,3,2,2,2
767,793,0,690850,535373048,3,2,2,2
767,824,0,652276,530076192,3,2,2,2
786,790,0,154977,399763072,1,2,3,3
786,796,0,520058,465553408,1,2,4,5
788,789,0,38793,532955712,6,2,2,3
788,795,0,569792,601415528,2,2,3,2
788,796,0,627008,256950448,3,2,3,3
788,824,0,457930,393213040,4,2,3,1
788,825,0,511584,468083128,3,2,3,2
788,826,0,522481,535493808,3,2,3,2
792,793,0,63884,464590456,72,2,2,1
792,826,0,20702291,248942648,59,2,2,2
792,827,0,1342366,316723344,3,2,2,2
793,824,0,198032,316213872,69,2,1,1
793,826,0,21482989,463242152,63,2,2,2
793,827,0,1363839,536740888,3,2,2,2
821,826,0,496549,396394832,1,2,2,2
822,826,0,499966,391252008,1,2,2,2
826,856,0,69540,461502912,2,2,0,2
15,254,0,2551550,283451408,3,1,1,1
45,254,0,755065,488172856,4,1,1,1
75,105,0,184071,360432032,9,1,1,0
75,254,0,568801,497977496,4,1,1,1
105,165,0,158959,291574344,8,1,1,0
105,254,0,573179,363048504,6,1,1,1
105,431,0,684233,427414552,2,1,1,1
105,460,0,843290,287594736,2,1,1,0
105,461,0,695076,353845912,2,1,1,0
105,490,0,752505,212579144,2,1,1,0
105,520,0,1587686,495999656,1,1,2,1
105,550,0,860359,426154736,1,1,2,1
105,579,0,871801,282830056,1,1,2,1
105,580,0,823141,348043872,1,1,2,1
105,609,0,1166990,216235296,1,1,2,1
105,638,0,964549,428044312,1,1,2,1
105,639,0,926975,495335288,1,1,2,1
105,668,0,1001529,294444448,1,1,2,1
105,697,0,1603679,211946856,1,1,2,1
105,698,0,1431727,279136688,1,1,2,1
135,254,0,340275,213373952,6,1,1,1
135,431,0,578037,211430760,2,1,1,1
135,460,0,719539,365639744,2,1,1,0
135,461,0,654228,440621560,2,1,1,0
135,490,0,680540,287654256,2,1,1,0
135,520,0,758001,567353192,1,1,2,1
135,550,0,809092,431575888,1,1,2,1
135,579,0,806771,283649688,1,1,2,1
135,580,0,858414,357889328,1,1,2,1
135,609,0,855166,221786776,1,1,2,1
165,254,0,176144,226028064,6,1,1,1
165,431,0,528802,295594960,2,1,1,1
165,460,0,588073,508096520,2,1,1,0
165,461,0,578532,222669520,2,1,1,0
165,490,0,628106,503414488,2,1,1,0
165,520,0,684538,361949680,1,1,2,1
165,550,0,899804,288756824,1,1,2,1
165,579,0,755808,443049976,1,1,2,1
165,580,0,786089,510531592,1,1,2,1
165,609,0,804361,363429304,1,1,2,1
165,638,0,880471,570785064,1,1,2,1
165,639,0,847707,226519680,1,1,2,1
165,668,0,899816,438480384,1,1,2,1
165,697,0,989313,286767456,1,1,2,1
165,698,0,941610,361530984,1,1,2,1
195,225,0,54771,292151840,9,1,0,1
195,254,0,155479,505983072,7,1,1,1
195,255,0,2194094,220765808,1,1,0,1
195,314,0,1730621,357316136,7,1,0,1
195,431,0,592354,573751704,2,1,1,1
195,460,0,529256,432830536,2,1,1,0
195,461,0,354410,499552552,2,1,1,0
195,490,0,156366,296146064,2,1,1,0
195,520,0,556782,229121816,1,1,2,1
195,550,0,142610,220303848,1,1,2,1
195,579,0,248156,435465072,1,1,2,1
195,580,0,246519,502193040,1,1,2,1
195,609,0,168538,367185904,1,1,2,1
195,638,0,177883,221579720,1,1,2,1
195,639,0,169059,295409072,1,1,2,1
195,668,0,259538,509974872,1,1,2,1
195,697,0,195773,431942320,1,1,2,1
195,698,0,187101,507123432,1,1,2,1
196,255,0,340779,509208952,1,1,0,1
197,255,0,1459581,292401408,1,1,0,1
200,230,0,116308,366295624,1,1,0,1
224,254,0,101341,433022864,8,1,1,1
224,431,0,92450,432078064,2,1,1,1
224,460,0,169324,231449144,2,1,1,0
224,461,0,101824,296860496,2,1,1,0
224,490,0,146163,574386224,2,1,1,0
224,520,0,209258,439135240,1,1,2,1
224,550,0,113691,362658720,1,1,2,1
224,579,0,106328,219568360,1,1,2,1
224,580,0,94230,291816416,1,1,2,1
224,609,0,99597,508954560,1,1,2,1
224,638,0,117646,368950504,1,1,2,1
224,639,0,106894,435869248,1,1,2,1
224,668,0,117361,294499464,1,1,2,1
224,697,0,126971,511910160,1,1,2,1
224,698,0,111425,226498576,1,1,2,1
225,254,0,40087,445004296,8,1,1,1
225,255,0,87504,509833744,1,1,0,1
225,284,0,298052,372590464,8,1,0,1
225,314,0,341429,295874160,7,1,0,1
