R1,R2,QT,CT,GT,STDT,SEGT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
527,646,4468702940,8324922962,4879197,32438599,270421468,540241512,13,57,21,59,172048,36660
795,796,2922982839,623719850,707553,227908,4490378,793039464,4,4,2,4,291720,532
707,766,2977340371,1585194442,2111168,4442902,82910129,478035240,39,28,3,28,215219,12747
795,826,2874400030,8168192476,16809683,3452858,8826425,706959736,169,15,11,7,281552,11098
527,707,2602514506,2116810226,813759,4544226,182676987,793097592,10,32,35,35,116820,27230
707,796,2754958876,1815395901,1409494,2685640,49017656,645979952,24,31,7,31,200689,15318
527,556,2530920062,5610158976,1178038,6245210,22137867,571062032,11,26,38,35,192296,25768
527,586,2648772155,6495756369,2636014,7441349,58048829,810016464,16,63,19,63,190267,32279
557,646,2431539822,4771920138,2022601,9125787,87913511,335536432,29,30,6,32,162758,28561
527,616,2678757262,6216536850,984009,13678323,71336574,394856120,13,59,22,61,177323,34398
646,707,2788328352,1035158984,588159,2236697,56076783,800122376,40,27,20,27,168885,13131
527,676,2545439721,6895129359,266188,10138382,71349321,1110146600,12,55,27,59,166663,42256
527,677,2500248998,1602290041,76483,2410057,17629181,940782256,12,26,24,28,76988,18978
795,825,2708625520,999515558,189473,963346,73692,1322099072,44,4,4,0,78169,4374
527,766,2652609992,3815804090,92058,5552179,47434158,1111387656,10,25,19,30,105165,31017
527,796,2585235731,2701422714,84456,4619644,40347672,1395437792,9,24,19,31,98185,30338
616,707,2634920516,2602975297,252000,4145888,104050324,671393000,30,32,28,40,148644,21534
646,796,2879804529,2884590736,251284,5098716,127679848,876237800,36,26,6,26,150860,23261
282,796,2360047087,1681581906,194088,7046281,54710530,680651592,15,22,54,40,56931,36155
282,826,2512508959,1713541923,123009,5613261,51855501,1333514632,16,22,54,40,58866,37276
527,587,2454129085,738320015,109220,955830,9847417,782497928,16,22,18,22,111661,4276
527,706,2806785917,8465789831,235978,8651718,77381612,534711072,10,54,37,59,165297,48986
557,707,2668142865,1763256267,217935,5043505,76979982,429705072,22,22,26,26,121498,25247
586,707,2744256258,3221433826,257458,5973698,216593419,792539296,30,35,27,42,157643,28758
282,793,2393780514,1640323493,105796,5957725,43794138,454567480,16,21,54,40,57607,32154
646,766,2650267166,3118002296,760615,4599697,140050836,713543136,38,29,6,29,163564,21279
680,707,2563486575,10464242051,121817,11004937,65482005,1165986992,38,22,25,24,150601,37477
707,826,2719465713,1197790393,39032,2625924,29680484,793983232,17,21,24,23,175039,15286
282,824,2325604185,1605367944,47196,5855141,46957410,540066200,16,20,53,38,56244,32302
496,526,2547999564,432934401,15497,207669,190796,720395176,1,1,0,1,192183,1041
681,707,2335429352,10749525952,77878,11745098,82816584,1516390720,38,20,28,22,147133,38576
282,825,2405233508,1535769589,36785,4910300,40063469,789317896,16,19,51,37,54643,32874
527,617,2641294763,578105143,33734,1057086,7704376,157517144,13,19,21,21,101138,5131
527,826,2420243887,1114799088,61271,2349192,12027786,683462528,3,19,19,19,79224,22796
587,707,2422830319,2123979958,56875,5407567,118836561,715637520,30,19,14,20,101775,26267
616,677,2636242138,1812375790,72140,1963262,35977095,572736184,33,23,15,25,103149,8940
676,707,2727118809,513152986,24817,816813,7250066,775364624,6,6,0,6,187865,5225
312,796,2345293568,1933215872,40888,5883742,46672897,631847768,16,23,56,41,64739,35138
312,826,2352260550,1930112480,42909,6393908,55454253,536833752,17,23,56,41,66674,35688
342,796,2409849004,1724200286,42404,6473955,80880635,373653456,22,18,42,33,81119,32794
342,826,2485770022,1856955753,43553,6679427,48786717,231164248,23,18,42,33,83054,33244
527,647,2568548774,576787165,29375,994300,7345122,471145136,13,18,20,20,99073,6104
616,647,2740842418,219825207,34016,517724,1604496,573589312,5,10,4,7,137868,1814
646,677,2707793762,259459478,24658,335866,477853,658932440,9,6,6,1,117901,1597
707,736,2893289540,611701846,32602,593722,7162487,914986024,19,9,11,12,240622,6776
281,282,2170119644,214379547,25578,725108,464823,114733632,10,8,8,7,43381,3031
312,793,2277185757,1585766000,40693,4547762,25644355,764486216,17,22,56,41,64450,29593
467,497,2252032459,126030867,9263,158911,243976,884082424,1,3,3,5,66865,1078
497,527,2375094459,462490893,17407,947368,4140172,226403096,7,7,7,7,88742,5779
556,707,2549977089,1866090614,58293,3977417,81079200,206592216,22,29,30,34,130492,20803
586,677,2592871441,1861735828,76151,2207133,35816140,937425672,33,21,12,22,105315,11358
707,708,2733013121,393853764,11983,406012,441831,194939696,1,1,0,1,148821,2596
282,520,2333548144,982160856,57503,2527172,21976641,580743904,30,20,28,19,67729,15339
312,824,2307964138,1755738434,39065,5555506,25988473,382063264,17,21,55,39,63087,30066
342,793,2324406623,1565266966,44185,5920274,32483299,111962432,24,16,42,32,77789,27262
497,526,2307824806,1337965422,38365,2303728,16484282,681497048,16,18,16,18,93553,12449
647,707,2498149703,935792184,68424,4105003,79584028,188238080,40,16,14,16,121442,20151
251,282,2096624756,232399400,39547,1141656,1505610,295089712,12,17,16,14,32781,3310
282,343,2508680498,562057723,81364,1468313,24104672,508665336,30,19,8,18,57943,9038
312,825,2359428526,1770228196,39402,6157379,27933625,306509072,17,20,53,38,61486,30814
342,824,2456741498,1685478510,57415,7342772,30771931,941666664,24,15,42,30,76426,27812
342,825,2348759526,1645095336,40079,5752572,26074779,665571744,23,15,42,30,74825,28686
467,496,2443700268,549590436,78654,782398,3163943,883350416,44,12,12,13,124598,3135
557,586,2520767443,3982399108,62330,8243363,19290121,790786144,12,16,25,23,186162,24342
557,616,2527047821,3823909043,76081,6401030,73149717,591917720,30,30,6,32,166133,26383
557,677,2319718661,1267019179,44921,3535557,44363437,162191976,25,15,12,18,79589,16166
557,766,2482958380,2552365818,31042,4748754,44663798,290081408,16,13,17,21,98361,23488
557,796,2340489254,1844140826,27328,4036291,33654519,156297560,12,15,18,21,91381,22629
586,647,2719117130,260351448,41774,441208,7196308,282021696,38,10,0,10,132840,3422
587,646,2363206631,2964847396,65287,5539228,71599050,664689248,38,16,0,16,112543,21339
