R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG
531,558,0,864422,298421952,10,28,27,27
531,626,0,1375365,428779968,10,28,30,31
532,564,0,1334897,233488864,38,28,26,14
532,628,0,2378556,491775888,29,28,34,15
534,593,0,975069,298712288,18,28,16,20
535,657,0,1060996,234793512,9,28,36,29
535,659,0,501662,364081648,3,28,32,19
536,628,0,876991,494267104,13,28,22,26
556,620,0,1733723,297813208,13,28,30,28
557,592,0,2817163,300674720,29,28,34,21
559,589,0,792600,427716416,80,28,2,28
559,620,0,2746231,292789616,46,28,32,25
566,593,0,1111170,556525880,25,28,27,21
588,648,0,1326700,558235600,37,28,2,27
590,625,0,1866097,302158808,14,28,25,27
590,711,0,1140452,559422592,15,28,31,23
596,654,0,883372,494972384,32,28,24,11
598,659,0,829226,364928296,13,28,21,29
599,658,0,1742752,495084608,35,28,25,28
609,649,0,882575,430647144,19,28,27,2
610,645,0,1089541,358685688,63,28,28,4
625,684,0,859305,496673896,24,28,24,16
645,651,0,3552246,234948976,59,28,25,19
645,681,0,927604,369021056,6,28,21,29
648,683,0,1461412,302521616,27,28,25,15
651,684,0,5378943,302406848,107,28,15,25
651,711,0,1189107,294857600,33,28,14,27
654,681,0,896412,561564720,8,28,20,28
675,708,0,1105962,304002192,14,28,11,28
678,682,0,799548,433905328,7,28,20,22
686,775,0,1014286,369638136,16,28,42,23
707,738,0,544571,231447184,16,28,13,28
710,770,0,2611346,371515576,89,28,18,17
712,717,0,1372461,231599216,17,28,34,15
719,747,0,438476,361651840,3,28,10,26
738,768,0,201319,369796920,33,28,1,28
747,775,0,699629,232413400,17,28,19,23
769,798,0,271056,258285264,14,28,21,26
28,356,0,672927,198883048,1,27,63,72
28,386,0,659118,265937072,1,27,69,79
87,445,0,504736,395113696,1,27,10,29
116,445,0,512395,269823552,1,27,12,29
146,475,0,592218,395879936,1,27,61,63
146,505,0,643652,468234200,1,27,76,77
166,204,0,947673,469590424,24,27,28,5
170,295,0,691085,404734512,14,27,31,6
171,386,0,848257,408282888,1,27,53,59
171,416,0,618617,534353432,1,27,59,59
171,505,0,805457,333718232,1,27,73,84
176,265,0,492211,207326696,31,27,25,7
176,295,0,630601,277060360,32,27,25,6
176,386,0,388146,209472304,6,27,27,11
197,234,0,747978,275765856,1,27,80,71
198,264,0,499832,338123440,1,27,43,38
198,356,0,652801,338532152,1,27,43,59
201,386,0,671796,280217680,1,27,82,88
205,267,0,285379,466084864,15,27,27,19
205,386,0,513813,345029456,7,27,27,13
234,325,0,440141,478693528,18,27,28,20
234,445,0,1698520,474124896,18,27,29,23
234,475,0,1335671,542944192,18,27,29,22
265,532,0,540843,410259976,5,27,30,15
326,596,0,498725,213110032,9,27,28,5
344,435,0,479015,546933776,35,27,27,1
380,471,0,784781,226971536,6,27,16,26
386,596,0,1682484,282244344,66,27,29,4
415,530,0,1378221,218906984,15,27,34,19
437,530,0,6639733,220734632,104,27,27,25
439,501,0,1007905,292112312,12,27,22,26
443,474,0,265800,226883064,4,27,10,28
445,501,0,608082,292453224,10,27,21,16
445,532,0,1789493,489863832,54,27,27,9
467,562,0,5388088,295623200,39,27,25,27
468,531,0,5478073,223869544,78,27,23,25
469,532,0,945930,358843848,2,27,16,29
470,474,0,3804280,490559432,69,27,5,27
470,502,0,666867,553347416,10,27,10,26
470,504,0,1218521,295573056,2,27,39,35
474,504,0,226429,361162976,29,27,6,25
475,626,0,888114,488821912,11,27,25,13
475,628,0,849230,231305808,15,27,27,10
498,532,0,1704116,424340000,50,27,30,15
500,504,0,987625,490533520,8,27,37,24
500,565,0,776411,492113128,2,27,12,28
502,595,0,894634,492087560,6,27,26,27
504,536,0,952289,554148344,29,27,27,27
507,567,0,464297,555563576,7,27,17,23
523,554,0,5361327,289953216,268,27,24,22
527,558,0,358201,424360912,16,27,17,17
529,565,0,2279791,425317256,16,27,31,17
537,628,0,569121,429126104,5,27,31,29
553,560,0,5171466,428986528,51,27,28,22
560,565,0,978059,494363128,7,27,18,13
583,644,0,1303180,431652464,37,27,27,23
591,625,0,3093254,302190824,33,27,28,26
593,683,0,1012149,301329496,12,27,13,25
621,682,0,910533,238734512,12,27,29,25
622,683,0,1010600,432723720,17,27,22,27
626,685,0,4187553,432478824,70,27,24,23
626,716,0,989311,303074208,6,27,32,30
645,677,0,744677,496903664,19,27,19,27
646,679,0,720766,238160464,8,27,9,27
652,686,0,669770,430302816,11,27,27,18
674,707,0,510905,361816728,5,27,17,27
679,712,0,5170661,240290584,102,27,15,23
683,712,0,429538,304912952,14,27,17,22
689,747,0,605898,370896120,8,27,19,21
710,799,0,1751834,496901552,23,27,5,26
735,766,0,595447,498564576,14,27,23,25
798,828,0,140198,263369072,17,27,22,11
829,833,0,1038694,386975136,18,27,29,26
28,415,0,1015323,266212816,1,26,63,68
28,416,0,965433,333782632,1,26,65,75
57,445,0,717965,197965712,1,26,75,64
87,475,0,484962,464777544,1,26,9,28
116,475,0,333210,339873960,1,26,10,28
117,445,0,652271,268956392,1,26,70,64
165,197,0,345435,472434960,7,26,26,25
165,201,0,532777,346997968,3,26,37,35
166,265,0,520570,335043552,3,26,27,23
166,326,0,589345,538871400,2,26,36,27
167,203,0,1005663,535834128,45,26,27,3
167,356,0,753245,345870720,1,26,54,59
167,386,0,775390,469979520,1,26,63,58
167,416,0,1145216,536117800,1,26,68,57
167,505,0,1101329,342248896,1,26,82,80
169,198,0,140237,281859496,12,26,23,7
171,204,0,735077,528477304,44,26,26,9
198,386,0,678648,413488824,1,26,51,56
198,416,0,748464,475984840,1,26,65,56
198,505,0,1339583,281745992,1,26,71,80
199,325,0,624656,471527952,1,26,70,72
201,234,0,510485,533587848,15,26,28,9
201,356,0,610089,212129720,1,26,82,76
201,416,0,1041858,405236488,1,26,94,86
201,505,0,1287445,208318880,1,26,129,119
203,386,0,395998,473440800,9,26,27,8
203,415,0,672072,474127184,12,26,27,12
203,416,0,442366,542068208,8,26,28,9
203,445,0,1164080,210619656,12,26,28,11
204,416,0,500484,478546552,13,26,29,14
235,534,0,464559,418525816,3,26,27,23
265,326,0,1644087,217895096,97,26,16,15
295,531,0,742316,211146192,1,26,87,80
326,415,0,3576608,223759376,105,26,28,18
329,449,0,292232,480678520,12,26,27,4
345,434,0,1301885,354042680,57,26,26,17
345,436,0,732926,483709544,40,26,26,3
351,382,0,415608,416703872,13,26,21,21
389,567,0,522289,421294160,12,26,26,18
437,529,0,5623730,489067088,106,26,26,25
440,531,0,3664798,228831384,45,26,20,25
440,560,0,835335,350830384,15,26,27,26
440,562,0,1083047,487702288,6,26,19,26
443,503,0,1439556,294699016,42,26,23,26
445,628,0,670029,295539104,14,26,27,10
467,593,0,1461289,554012344,13,26,33,27
473,501,0,565113,426415112,7,26,14,27
475,562,0,1435540,231095168,14,26,14,25
476,504,0,854072,361300120,9,26,26,30
499,505,0,4186751,359217832,24,26,42,20
499,565,0,1759897,297889904,12,26,28,16
502,594,0,1195428,427444456,13,26,37,25
505,656,0,675969,353763984,12,26,27,19
505,687,0,708791,223201984,4,26,28,37
508,599,0,581332,493028944,18,26,23,16
522,560,0,4464761,556352856,48,26,29,20
523,559,0,3139739,233350880,74,26,26,12
528,558,0,384664,226220672,30,26,0,26
533,658,0,803903,491557872,10,26,26,18
535,561,0,577349,428042416,5,26,16,24
535,629,0,746183,225577536,9,26,22,24
535,687,0,946885,425847320,8,26,41,26
545,553,0,1085243,225119616,9,26,26,17
554,585,0,1139842,556647136,54,26,9,23
555,560,0,4952620,556815080,96,26,29,20
558,650,0,1220114,495894432,13,26,28,22
559,563,0,1465418,494568912,23,26,33,14
561,656,0,2780793,494473408,22,26,16,26
562,652,0,1618234,363587856,23,26,21,24
564,591,0,600452,299718280,10,26,22,22
567,628,0,1787779,430503504,39,26,17,25
589,650,0,1080987,429967744,17,26,23,23
590,622,0,634037,495077928,13,26,22,25
591,656,0,956549,558383920,6,26,24,22
592,656,0,2180976,494608984,25,26,24,25
593,654,0,6037978,227150712,96,26,12,22
595,625,0,8874626,364952888,414,26,14,18
596,653,0,1275143,430231312,13,26,7,27
598,658,0,1379882,293101672,22,26,4,25
613,646,0,3725882,237997712,186,26,28,8
613,675,0,4253137,359138264,88,26,31,25
618,650,0,1462734,237660368,16,26,10,25
629,659,0,1763140,494548352,193,26,1,26
645,676,0,487223,432073680,23,26,23,26
655,687,0,2083346,366806072,47,26,4,26
656,688,0,2097779,496617912,65,26,17,27
658,685,0,739881,230132688,4,26,25,29
674,736,0,450899,433306312,2,26,21,36
676,736,0,472216,562453936,8,26,13,24
681,685,0,1652807,434180272,29,26,17,20
706,737,0,417571,562647624,15,26,16,25
717,777,0,634086,303187888,25,26,25,11
739,770,0,249874,562915384,10,26,10,25
740,769,0,295041,434649096,11,26,15,26
741,745,0,1296799,233347624,15,26,26,26
799,830,0,322219,192031944,13,26,8,26
28,265,0,917941,202665128,23,25,25,3
57,475,0,671835,269518216,1,25,67,67
87,505,0,802914,198078920,1,25,77,68
116,265,0,549206,533227096,27,25,25,6
116,505,0,638192,401813376,1,25,73,67
117,475,0,625587,340165992,1,25,64,63
117,505,0,658537,402076712,1,25,72,67
167,202,0,960736,468358296,44,25,25,6
167,264,0,553539,347711784,1,25,47,40
169,204,0,1254502,334018248,55,25,26,8
202,234,0,413149,211058432,23,25,27,10
234,505,0,1008984,216040256,16,25,28,20
265,531,0,737581,345523744,1,25,86,81
267,329,0,166436,412919160,20,25,25,4
321,445,0,1320255,481998248,9,25,27,22
324,596,0,768913,351642088,12,25,28,6
326,502,0,632403,545233488,1,25,77,72
355,533,0,653472,481518128,4,25,25,26
356,501,0,473551,419775008,3,25,27,14
411,561,0,1727407,420694168,19,25,18,24
415,628,0,608122,487204280,10,25,27,10
435,469,0,1636401,486218528,27,25,27,26
436,468,0,4426396,486721592,210,25,28,20
439,472,0,847893,551949360,13,25,18,25
439,560,0,1216249,551461368,15,25,26,23
441,473,0,461134,487621392,5,25,13,27
445,626,0,804229,552975352,10,25,26,12
445,627,0,1031490,230706992,54,25,25,6
467,534,0,1713622,293614608,8,25,31,20
469,473,0,4721328,425146704,66,25,6,22
469,562,0,971165,489686248,7,25,11,24
475,596,0,3303442,296633440,87,25,24,10
491,559,0,724766,295480688,15,25,26,5
501,620,0,1151565,288856544,19,25,24,25
504,559,0,638749,233179232,11,25,29,13
505,567,0,1477631,295061728,23,25,20,25
508,566,0,1202222,491427608,52,25,26,14
523,584,0,1463622,428778408,40,25,27,19
523,590,0,2506815,491905688,32,25,29,20
530,592,0,11563868,427010168,228,25,26,20
530,626,0,978205,492641928,3,25,30,26
530,650,0,5279368,232488456,93,25,26,22
531,656,0,3448031,233741680,27,25,16,24
532,559,0,916140,296562600,18,25,31,18
533,558,0,668615,426590704,6,25,28,19
533,566,0,1181370,224804528,19,25,13,23
536,595,0,1410530,492238312,12,25,25,26
546,554,0,2113225,362864160,19,25,25,21
554,591,0,1934014,225514704,26,25,25,24
555,591,0,2272753,428064704,29,25,29,24
562,681,0,1218112,429617440,18,25,19,22
565,688,0,767658,428730672,5,25,40,30
568,597,0,2137999,298341520,78,25,2,23
590,624,0,1227633,237326528,13,25,21,23
591,595,0,2423335,495052832,34,25,24,25
592,620,0,696174,292983120,14,25,12,25
593,621,0,383833,228526312,6,25,19,25
613,681,0,1465493,367888080,10,25,27,23
616,645,0,1430895,496550344,85,25,24,14
625,657,0,4039070,560359976,168,25,21,19
627,686,0,1136305,302640328,12,25,19,22
649,682,0,1536672,431931472,54,25,24,12
654,684,0,2357029,368707760,140,25,16,17
655,683,0,451439,433303184,3,25,14,25
659,717,0,1830317,368092160,42,25,20,16
659,718,0,2928712,432736808,34,25,14,22
674,706,0,600350,296986368,9,25,23,29
675,738,0,412107,497112728,2,25,9,24
679,716,0,1166340,499764336,15,25,26,13
680,685,0,1273894,235968488,15,25,13,24
680,716,0,9147762,433648232,95,25,23,17
684,713,0,662020,432596000,25,25,14,23
712,747,0,739905,370123416,2,25,24,30
716,746,0,2771381,369353144,173,25,22,17
718,778,0,491276,305910656,6,25,7,25
733,762,0,261321,296896992,34,25,25,5
27,205,0,460312,456605352,17,24,24,7
27,295,0,528564,320824896,2,24,69,54
27,326,0,668170,455363864,1,24,57,44
28,146,0,583138,322335032,48,24,24,1
28,445,0,963126,385483240,1,24,64,65
57,505,0,990183,390743256,1,24,75,69
87,265,0,621005,269009872,29,24,24,5
103,169,0,284074,272431768,1,24,22,30
103,170,0,296815,332407832,1,24,23,30
103,199,0,296812,340777072,1,24,26,34
103,203,0,414758,261463728,1,24,32,32
103,204,0,444272,329412992,1,24,35,33
116,205,0,476049,342665080,54,24,25,6
116,326,0,488590,398443816,23,24,25,2
117,295,0,984538,206832904,28,24,24,2
134,198,0,242681,202886048,7,24,24,10
134,203,0,340881,532753608,1,24,24,29
134,204,0,574892,203068992,1,24,27,30
165,171,0,561965,274746512,9,24,24,10
165,202,0,673511,407475368,9,24,23,11
165,234,0,441902,275949032,1,24,25,33
166,235,0,559420,215584728,2,24,33,35
169,205,0,436182,400929272,12,24,25,7
176,326,0,575386,407124304,29,24,23,6
199,415,0,1129329,343847632,1,24,52,58
199,445,0,1057051,406985504,1,24,54,60
199,475,0,779711,479021592,1,24,62,61
201,265,0,687815,279737160,15,24,24,16
204,326,0,534604,276486552,28,24,24,5
204,356,0,333952,338344120,15,24,26,7
234,386,0,612079,348351464,17,24,26,19
236,419,0,545550,544813536,16,24,24,3
237,329,0,170772,349631168,5,24,24,1
264,326,0,696180,476357280,28,24,25,11
264,416,0,502148,280908488,10,24,26,8
321,415,0,1163172,350196080,10,24,26,23
324,416,0,1727468,479669928,49,24,28,9
324,627,0,541267,221896072,4,24,25,9
326,356,0,1414093,344312160,114,24,15,16
329,479,0,386621,278879272,13,24,23,5
344,375,0,187806,215251752,58,24,23,2
350,381,0,299871,482377480,5,24,12,21
359,508,0,383072,215993432,6,24,29,14
386,560,0,572264,421047656,5,24,26,5
410,470,0,6885826,293003752,155,24,2,23
415,595,0,1638472,487594248,39,24,23,6
436,499,0,3013240,357226392,118,24,24,23
437,560,0,1617728,358783432,27,24,27,22
439,561,0,2164394,229279776,20,24,18,23
441,472,0,324260,422978776,8,24,7,24
443,472,0,469200,423167240,39,24,21,9
445,560,0,1136619,552687512,15,24,22,8
456,488,0,267126,489296632,18,24,22,3
467,527,0,3144523,554070304,103,24,18,24
468,505,0,1655291,295584768,11,24,12,22
470,535,0,883720,553843984,3,24,17,25
471,500,0,2037088,353023656,99,24,11,20
473,531,0,355374,230839672,2,24,21,30
475,560,0,1549434,488704400,19,24,18,12
478,506,0,564577,232806272,9,24,18,23
501,534,0,609129,424866016,4,24,9,24
505,562,0,2714606,297301552,42,24,21,22
508,595,0,517079,233549984,16,24,25,8
521,560,0,1804438,361834984,33,24,28,16
522,559,0,2612716,491527184,70,24,25,11
527,556,0,2111377,294890088,90,24,19,20
528,559,0,272995,290863608,10,24,16,16
529,592,0,6315970,363631544,117,24,24,18
532,593,0,1244098,355720720,22,24,9,25
535,591,0,480922,233610760,6,24,23,20
548,584,0,759020,429016608,10,24,24,15
558,563,0,1742931,226317568,18,24,33,18
559,650,0,1005408,428742096,21,24,30,14
560,625,0,1117616,492259112,6,24,21,29
584,676,0,609574,494407296,19,24,25,7
589,593,0,890217,301759584,12,24,27,20
592,681,0,842211,302050312,10,24,7,23
593,685,0,2954545,430803960,36,24,19,22
594,621,0,816710,366918568,5,24,16,27
594,623,0,3742692,496578536,90,24,12,24
608,612,0,758285,236407664,92,24,24,1
609,650,0,689901,495475024,18,24,23,1
618,649,0,811519,559924216,10,24,14,27
618,651,0,1021692,302587664,7,24,13,25
622,654,0,1389795,364930296,50,24,18,15
623,651,0,620822,228459680,9,24,10,24
624,685,0,2126352,300469000,46,24,21,19
624,687,0,1848552,429938728,29,24,8,23
629,688,0,915892,235385656,16,24,24,24
647,678,0,443610,495900872,24,24,15,22
652,680,0,371291,367311600,5,24,13,21
653,685,0,419415,239005456,7,24,4,24
655,716,0,526909,434527656,8,24,28,16
657,685,0,700492,301498184,8,24,22,22
677,737,0,623932,368672696,13,24,11,21
678,712,0,6734878,238425912,91,24,13,21
680,715,0,11513644,368816736,127,24,15,20
681,717,0,1597719,368368384,19,24,28,15
682,715,0,884782,432107808,19,24,17,16
705,737,0,606944,500154696,15,24,7,24
706,738,0,554964,240459680,10,24,10,23
710,716,0,2927101,433523664,32,24,26,19
714,718,0,523104,435217072,1,24,43,45
739,798,0,511014,232205592,11,24,21,22
741,748,0,1226510,434454360,6,24,24,19
789,793,0,1068432,514999256,27,24,24,7
798,831,0,508302,459387232,10,24,21,16
28,117,0,413670,265679624,50,23,23,1
28,475,0,662467,457911768,1,23,61,67
57,176,0,483339,267973112,54,23,23,3
134,169,0,284058,537893976,2,23,46,31
165,265,0,487950,410325520,1,23,32,40
165,295,0,508722,475172960,1,23,39,43
166,201,0,565221,275080800,23,23,23,6
167,199,0,609592,273428512,52,23,21,9
197,265,0,646124,409237952,1,23,88,86
197,295,0,682222,533562952,1,23,96,92
197,326,0,759463,277364216,1,23,112,108
199,204,0,695056,471541632,41,23,23,4
199,264,0,412131,219587040,1,23,48,43
204,415,0,1008446,410546696,21,23,24,13
205,237,0,107563,348280816,5,23,24,15
234,295,0,357921,409874736,33,23,22,21
234,356,0,645390,281174184,17,23,25,16
237,419,0,368648,220358048,2,23,55,38
237,479,0,312273,406946216,1,23,37,33
265,295,0,457303,348325480,108,23,5,19
265,504,0,413539,348277712,8,23,25,6
295,326,0,953731,477639432,107,23,20,21
295,504,0,295494,219921120,9,23,25,5
323,565,0,978976,288555592,11,23,25,6
324,356,0,1074303,481309416,149,23,26,10
324,533,0,596579,213175616,2,23,29,26
325,502,0,396267,479363504,2,23,23,18
328,479,0,230521,409605056,3,23,23,2
356,626,0,515555,351610456,4,23,26,9
380,470,0,6161652,549212952,94,23,4,22
382,561,0,1040773,420270032,10,23,20,26
386,628,0,538519,218601568,11,23,25,7
410,499,0,513317,420537984,23,23,21,8
419,508,0,443030,284347552,27,23,27,8
437,561,0,3967080,423522488,44,23,26,23
439,473,0,793109,229475936,8,23,16,23
440,501,0,1052413,424531744,19,23,18,23
467,500,0,1325001,228235224,11,23,19,22
472,561,0,2211329,231743512,32,23,10,23
473,532,0,2516118,295824088,57,23,15,22
475,503,0,800015,352761784,15,23,17,22
475,561,0,690075,553441688,3,23,19,22
475,564,0,677522,360574080,8,23,18,24
490,559,0,1037875,232060856,11,23,24,6
497,525,0,591620,353847072,11,23,24,18
497,556,0,2858323,223533312,101,23,19,16
498,563,0,1757706,295387888,13,23,26,21
499,621,0,1112494,361749704,15,23,24,12
503,534,0,1402754,489456376,120,23,20,22
505,563,0,2660592,362040800,104,23,22,13
505,591,0,687321,424980808,7,23,24,21
505,594,0,516425,232361872,4,23,29,23
505,657,0,614122,425590032,6,23,22,22
523,555,0,2929780,361981536,198,23,21,9
526,558,0,774086,556517416,19,23,11,23
526,559,0,902750,234170096,12,23,7,23
527,559,0,717939,489095896,16,23,7,23
529,595,0,1242351,224703896,5,23,38,22
532,620,0,629865,298869440,5,23,26,22
533,625,0,618423,492248848,9,23,23,24
535,559,0,637023,298569880,4,23,20,22
535,688,0,486042,490774392,2,23,37,28
537,626,0,729208,299464064,8,23,18,22
546,553,0,1919918,290720816,21,23,23,21
553,590,0,2811711,234700392,35,23,21,18
554,644,0,1076247,430080176,28,23,22,19
557,620,0,1677347,356680784,19,23,26,24
561,709,0,673180,365644712,24,23,23,13
568,626,0,1536242,364943920,27,23,4,23
586,646,0,4283846,301636544,84,23,6,21
590,740,0,1638708,293912328,9,23,29,25
591,622,0,412730,494905496,9,23,11,21
593,684,0,882903,366066928,8,23,11,22
597,629,0,3912946,299006968,59,23,17,22
606,645,0,548547,238364512,21,23,23,3
613,647,0,2384094,302828024,149,23,22,4
616,675,0,936984,302147864,51,23,23,8
643,673,0,116845,367973432,7,23,17,13
651,655,0,1184891,230550816,8,23,26,20
655,714,0,702710,304862904,8,23,14,24
657,716,0,1276605,498907752,47,23,28,15
657,746,0,659882,304192128,2,23,45,30
658,689,0,942790,496657200,87,23,19,13
658,747,0,362871,304735752,1,23,15,36
674,708,0,535846,426647040,4,23,17,23
674,711,0,2620121,241069704,25,23,13,15
675,737,0,647700,432277904,7,23,10,23
676,738,0,389416,306593936,2,23,9,23
680,712,0,9323637,562024512,256,23,21,20
682,716,0,604482,496940776,5,23,20,17
685,713,0,413385,367704840,4,23,27,22
688,746,0,570661,239119144,2,23,26,29
708,768,0,752291,296175256,17,23,4,22
711,741,0,179418,361887784,22,23,3,20
712,746,0,1027270,305483568,9,23,11,22
739,774,0,1748950,434566800,37,23,20,9
740,745,0,1815080,306129920,12,23,23,20
741,778,0,717490,237789880,7,23,24,19
742,746,0,1230797,497504752,8,23,24,22
748,775,0,1264488,370178808,20,23,10,21
770,799,0,838275,323650304,63,23,20,20
771,775,0,230736,458026808,4,23,23,22
787,816,0,175903,326938680,21,23,21,19
815,822,0,1054858,318860056,11,23,28,23
28,505,0,665217,527246840,1,22,68,69
57,265,0,549848,460837424,29,22,22,3
87,295,0,700121,338079496,33,22,23,4
103,171,0,335236,399882928,1,22,31,28
103,202,0,512531,201066320,1,22,31,35
134,167,0,169916,402010944,9,22,23,7
146,235,0,330955,466660488,35,22,20,4
146,265,0,568104,536659448,33,22,20,7
146,298,0,338054,467340072,1,22,41,32
146,329,0,398122,211035048,1,22,33,34
165,326,0,805539,274535288,1,22,44,46
166,415,0,800264,344147832,1,22,41,56
166,445,0,786463,406172672,1,22,44,60
166,475,0,817462,529379392,1,22,51,59
170,204,0,582448,465998088,59,22,23,11
198,202,0,1052006,413653288,49,22,22,9
199,356,0,515562,213561248,1,22,40,47
201,295,0,579018,347532880,16,22,24,13
203,505,0,770536,346932768,12,22,24,9
204,445,0,1095669,531837136,22,22,24,12
205,236,0,175906,280427864,21,22,22,20
234,533,0,460996,210753232,2,22,31,29
235,356,0,661352,474647032,36,22,19,5
237,449,0,410661,285056424,3,22,45,26
264,415,0,1242574,208874496,22,22,24,16
290,320,0,211709,476887624,38,22,2,21
295,565,0,386072,277889776,5,22,22,8
322,416,0,1043933,351094904,18,22,27,11
324,565,0,898602,482682984,20,22,23,3
326,530,0,549824,213798104,3,22,30,29
326,565,0,415679,350897752,17,22,22,5
344,434,0,1628018,482290192,58,22,22,19
355,386,0,2791175,215722808,80,22,18,14
355,596,0,688158,287101296,17,22,22,4
356,415,0,2365903,215862312,206,22,22,4
356,560,0,584704,352563992,5,22,24,5
359,449,0,497702,289060216,30,22,21,15
381,501,0,4078968,483621152,21,22,4,21
385,445,0,2339815,356477456,63,22,13,16
386,501,0,528583,547861256,6,22,25,11
386,626,0,490704,422065104,5,22,25,8
409,440,0,290040,550726680,12,22,12,22
409,471,0,543539,419357072,9,22,21,17
410,439,0,2088623,422258968,103,22,13,18
410,472,0,882985,422414896,8,22,14,22
413,472,0,748396,293180008,26,22,20,9
413,533,0,1658349,355250792,16,22,6,21
415,501,0,445014,485873848,8,22,25,7
415,626,0,678418,357352496,9,22,22,10
416,501,0,467482,414382224,8,22,26,9
434,469,0,1366891,355661912,20,22,24,22
434,470,0,878221,420589216,10,22,24,20
434,531,0,1443428,423954184,14,22,21,22
435,470,0,1246922,551051544,19,22,25,22
439,529,0,2180686,295347032,39,22,15,21
443,475,0,249875,291713576,3,22,4,22
449,479,0,316450,416439568,61,22,14,12
449,598,0,299478,292715576,2,22,22,34
468,501,0,437971,423110808,5,22,13,21
469,533,0,709552,423677144,3,22,17,23
470,475,0,3009524,222047600,43,22,3,22
471,502,0,440813,489977320,14,22,10,22
471,534,0,1911044,423797072,11,22,11,22
472,595,0,914176,296823128,6,22,12,23
473,561,0,391914,424744272,2,22,21,25
475,506,0,1037174,554464424,67,22,13,18
479,597,0,421866,223169904,5,22,23,18
499,504,0,2672394,294477176,27,22,32,16
500,624,0,848885,425377568,6,22,17,27
513,548,0,407958,297630216,15,22,22,5
521,559,0,1839170,289802160,55,22,27,9
530,710,0,2172035,225303288,23,22,22,21
531,593,0,5365263,427934568,136,22,19,18
533,620,0,469552,493737800,2,22,24,19
533,621,0,828201,225717312,12,22,13,22
533,622,0,1239215,290551416,16,22,8,21
535,625,0,1144351,299653384,18,22,28,20
537,595,0,669815,429473664,25,22,21,8
554,646,0,1563716,226679752,29,22,22,13
556,592,0,3675914,234720416,25,22,29,18
558,621,0,565620,428140360,4,22,18,27
561,685,0,3251736,235042848,22,22,19,22
567,656,0,944385,494014944,7,22,16,21
586,645,0,1268547,236803160,58,22,22,13
588,592,0,593341,495012064,5,22,22,22
588,621,0,781046,227058704,13,22,8,21
592,654,0,1547578,358154560,80,22,21,8
594,624,0,1738370,228314400,165,22,5,21
596,652,0,689185,365492520,7,22,17,21
597,625,0,4011571,365921168,70,22,5,21
597,688,0,741224,558213496,5,22,20,23
598,657,0,1076319,228457208,17,22,19,17
610,644,0,679656,293852496,20,22,22,12
612,651,0,555558,234653080,11,22,21,5
623,656,0,701777,559347136,7,22,19,21
623,681,0,636275,368033024,7,22,18,22
624,717,0,568246,230103672,6,22,20,21
625,655,0,6361570,430883232,308,22,4,22
626,652,0,850902,432695288,9,22,12,21
646,710,0,900722,497128448,6,22,17,15
655,682,0,511410,368375528,4,22,22,23
674,705,0,367800,232156128,9,22,12,22
676,737,0,446788,241316432,5,22,5,23
677,738,0,349808,433408944,3,22,9,22
679,683,0,730672,498722952,10,22,15,22
679,709,0,1809844,425931576,107,22,4,20
681,710,0,2652391,295386112,167,22,20,20
683,710,0,527357,562376744,8,22,23,18
683,711,0,600904,240085776,9,22,16,23
686,713,0,770863,296118240,8,22,22,15
686,748,0,166442,432780576,1,22,9,23
689,748,0,243783,435728184,2,22,21,22
703,764,0,1040811,230550912,18,22,27,19
718,749,0,288749,237904528,9,22,6,22
739,768,0,224089,433627520,5,22,7,22
742,775,0,1323057,232795264,67,22,16,11
766,799,0,2216752,562965400,70,22,17,8
774,778,0,1199790,454775328,20,22,22,23
774,803,0,499478,256025976,37,22,17,20
787,821,0,699709,262308120,36,22,22,2
790,822,0,499809,520231368,42,22,22,14
28,235,0,629022,514271768,29,21,21,1
87,325,0,621986,462604088,21,21,21,4
87,329,0,349365,327805160,1,21,45,44
116,235,0,342621,464543048,34,21,21,3
117,329,0,325145,201544376,1,21,40,41
146,267,0,248551,274439032,2,21,41,31
146,359,0,281221,278475464,1,21,31,37
166,170,0,470602,477422736,33,21,21,3
166,325,0,424789,471022720,3,21,22,13
166,386,0,631586,341340968,1,21,41,49
166,416,0,742375,404623840,1,21,47,50
166,505,0,831760,208678560,1,21,59,71
169,202,0,398080,207634984,59,21,21,4
169,203,0,493533,267109576,61,21,22,3
172,198,0,301729,336855080,10,21,21,7
199,386,0,541341,338515984,1,21,48,44
199,416,0,564043,403826344,1,21,52,44
199,505,0,1009056,208630280,1,21,64,63
203,265,0,531811,471445384,28,21,20,10
204,265,0,837646,404010936,34,21,20,6
204,533,0,780995,270186744,3,21,25,25
229,260,0,116737,406049848,10,21,15,8
234,535,0,473054,338555664,3,21,21,26
260,290,0,276927,339129136,23,21,2,19
265,565,0,379815,410345448,4,21,21,9
265,596,0,428364,275654912,4,21,23,12
290,380,0,539294,414928496,13,21,11,19
324,534,0,532747,285212744,2,21,25,22
324,595,0,585102,286999392,7,21,25,5
325,628,0,447532,416920368,5,21,22,18
355,627,0,432889,483281728,5,21,22,4
359,567,0,255071,482278672,2,21,22,34
383,473,0,1977031,355752352,23,21,4,21
406,436,0,76818,354331264,13,21,3,20
410,562,0,673812,218161992,2,21,9,20
412,473,0,452024,228298224,7,21,9,23
416,445,0,5580380,355324600,230,21,20,11
416,628,0,545503,422656344,14,21,23,4
