R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
527,646,5202406968,205559910,55601136,12,57,21,59,105690,36814
646,647,2742177921,967408,92988816,43,42,0,42,122979,173
795,796,3076572362,28679551,105451760,181,38,24,14,232299,954
707,766,2768542259,41008039,171818072,20,34,13,34,70005,17137
795,826,2991182320,8348859,71746704,151,33,29,7,216594,11098
527,707,2544670882,35643407,137180808,10,32,35,35,74652,27230
707,796,2890288203,44377785,100461016,24,31,7,31,70113,15797
527,556,2555619785,23594402,172063504,11,30,37,39,61886,26123
527,586,2674390854,21412813,84170728,11,30,42,39,61886,28003
557,646,2617453452,73259981,174127032,28,30,6,32,94380,28774
527,616,2427271165,14569999,245038680,11,29,39,36,60155,29267
646,707,2740242004,79006422,130006816,35,29,22,29,109577,19071
527,676,2569823751,20121557,200964728,11,26,36,33,59394,31358
527,677,2449382061,22672117,54963408,12,26,24,28,66732,18978
795,825,2715555202,1025351,97470224,31,30,21,10,54170,4400
527,766,3016582645,63467244,148475752,9,24,20,31,54274,32667
527,796,3397611593,43741443,203944744,9,24,19,31,52982,30648
616,707,2716074537,31264416,259221608,10,24,32,29,66163,18234
646,796,2687526831,110771129,121721816,36,24,5,24,80635,25404
825,826,2419141318,106889,198345560,53,23,23,0,68930,152
282,796,2336487668,46005600,228276000,15,22,54,40,46361,36864
282,826,2276165914,52798996,262312088,16,22,54,40,47395,37755
283,284,2262464337,270867,100407624,57,21,0,21,62654,156
527,587,2568290133,9007170,160785536,16,22,18,22,59133,4276
527,706,2500834752,16204685,221273944,5,22,21,23,44058,26499
557,707,2495802406,65204808,57437016,22,22,26,26,78914,25247
586,707,2503451642,32523958,108577296,10,22,31,28,65046,18552
282,793,2258415154,43641327,141141144,16,21,54,40,45384,32633
646,766,2691738686,104574075,220273632,38,21,4,21,80050,24063
680,707,2683478128,82666179,68501992,36,21,24,25,104505,39155
707,826,3144740841,26284473,165320000,17,21,24,23,47606,15286
282,824,2429737657,42169044,194358416,16,20,53,38,44013,32845
496,497,2401076298,896933,237951288,15,20,0,20,33670,887
496,526,2559853124,496131,75309168,107,20,0,20,143244,254
527,557,2717331290,378128,172107168,26,19,0,19,62492,132
681,707,2526960512,72204274,254434328,38,20,28,22,106738,38576
706,707,2737075749,13702048,87080936,29,20,0,20,63198,10112
282,825,2324630009,42030834,117072016,16,19,51,37,43172,33353
527,617,2533704533,7059658,172071784,13,19,21,21,48625,5131
527,826,2445113645,12762636,217075288,3,19,19,19,37180,22796
587,707,2380674172,100267839,272062424,30,19,14,20,85784,26267
616,677,2440848780,13888070,307053160,10,19,7,19,57764,11798
676,707,2553619487,12231716,103904792,13,19,9,19,54572,11040
312,796,2290358807,35406743,133916704,16,18,50,35,40229,31402
312,826,2281690743,38317804,163910808,17,18,50,35,41263,32033
342,796,2327564736,42916270,208918416,22,18,42,33,47497,32997
342,826,2395053434,46227382,258920832,23,18,42,33,48531,33447
527,647,2519624610,7182916,69781968,13,18,20,20,48299,6104
616,647,2494803813,4669406,115928568,4,18,5,18,44661,8028
646,677,2655065744,17599886,172315832,43,18,3,18,98949,7789
707,736,2702548700,11828621,223584072,19,18,11,21,41951,7879
281,282,2321066072,1310318,249236208,18,16,6,10,25055,1318
312,793,2386354274,26590017,279991912,17,17,50,35,39252,26477
466,467,2328518686,1123667,71126768,5,17,0,17,17961,1825
467,497,2427284502,631128,110404368,8,17,1,16,16420,1120
497,527,2324617227,3399670,154571360,9,17,0,17,30442,5803
527,528,2483196342,1168216,198735808,23,17,8,9,62674,1225
556,707,2452981817,20040255,238013536,10,17,19,19,46613,15324
586,677,2444700486,13204426,272371784,10,17,7,17,56647,11411
707,708,2783870469,6266116,118472176,58,17,0,17,106722,2742
282,520,2329657510,19165895,151342592,30,16,23,14,47194,14551
312,824,2270897308,24332285,184233304,17,16,49,33,37881,26747
342,793,2429196514,30451208,226512888,24,16,42,32,46520,27334
497,526,2318908582,37407276,254694984,20,16,16,16,45391,11524
647,707,2472267333,86288396,82426672,40,16,14,16,98130,20151
251,282,2142619537,1055816,100415976,5,13,5,11,16477,1760
282,343,2369211063,27587651,131897608,30,14,8,13,43914,11468
312,825,2279689743,24862846,158886104,17,15,47,32,37040,27317
342,824,2403147826,28465360,199375112,24,15,42,30,45149,27884
342,825,2385219565,28292726,244348296,23,15,42,30,44308,28758
467,496,2360793216,3870500,55841008,44,15,15,16,81888,3233
557,586,2493711357,17370601,120492896,12,15,25,22,47625,24339
557,616,2456863496,16354480,180820184,12,15,22,20,46761,24838
557,677,2461296130,35738362,223905120,25,15,12,18,69333,16166
557,766,2401436241,22312573,59646704,11,15,18,20,48272,25111
557,796,2427633318,29431487,109225072,12,15,18,21,47847,23067
586,647,2437292159,3996521,150548928,4,15,5,15,42416,7581
587,646,2451175542,60242648,208382656,37,15,0,15,86542,21438
616,646,2709896888,32386186,132490472,101,14,0,14,156720,6862
617,646,2393000221,47776727,191786352,38,15,0,15,86617,20737
617,707,2347364770,62210814,243183128,30,15,14,16,74478,20620
679,707,2536657608,21468960,130057600,55,15,8,15,119477,6918
736,766,2613174431,5742842,224724120,76,15,3,12,98224,1939
282,401,2396401781,25305287,78255432,40,14,19,13,54323,11761
282,792,2337283050,51539683,110934720,23,14,39,32,45384,30078
401,793,2322629571,20434089,158102840,25,14,42,29,44505,23495
438,466,2227163660,12110024,183498496,12,14,23,22,50434,17843
438,467,2282125737,10806910,223448872,12,14,21,21,50434,15656
438,646,2298478792,15989772,81607408,12,14,12,16,51960,22306
527,737,2414327758,4852664,117289024,10,14,21,16,40497,12575
557,826,2373860018,8372722,159084456,3,14,30,24,33120,18081
650,707,2501260714,37900538,64855696,54,14,9,15,118806,12572
676,677,2466264740,6609444,98684800,16,14,3,14,46706,7905
678,707,2498788584,28192444,185255624,57,14,1,14,122879,7970
282,460,2371860263,25003360,221595608,39,13,21,11,51160,13865
282,761,2361768845,47155527,80579712,23,13,39,31,44026,28114
282,823,2334865696,17569611,106115840,14,13,26,14,30815,22489
312,520,2329807224,8613023,141214832,32,13,20,11,43665,10404
401,796,2331503880,17935347,185883520,23,13,40,28,41259,25842
401,824,2292665597,18707333,83845432,24,14,41,28,43134,24060
401,825,2326089444,18198051,129835152,24,13,40,28,42293,24946
401,826,2334838293,18623801,175840240,24,13,40,28,42293,26104
408,437,2269704293,8964620,212649528,12,13,20,19,49575,12937
408,646,2249505448,15189141,85479992,12,13,12,15,51223,20942
431,793,2287979355,16547902,132523144,25,13,41,28,42813,21378
437,467,2382664549,189852,197241936,43,13,1,12,78386,121
438,496,2370708162,12397651,77478424,12,13,23,20,50233,18825
438,526,2261168274,12866883,105739248,12,13,23,20,50233,20379
460,793,2325997740,15758387,153793592,25,13,41,28,42813,20525
461,793,2287796490,15950413,65201696,25,13,41,28,42813,21262
490,793,2243828521,15736844,114083984,26,13,40,28,43514,20147
556,677,2356382351,13027235,138512480,10,13,3,13,40560,11500
557,676,2506204267,17032313,78832024,12,13,21,18,46143,26369
593,707,2470894797,52927219,157122368,50,13,15,14,113660,25566
646,826,2670345944,47846665,79677984,26,13,14,13,56488,17766
651,707,2496204561,51696908,164885048,54,13,14,14,118177,16882
680,681,2475498350,292202,125582912,83,13,0,13,155726,194
707,795,2895233011,9525503,97866560,10,13,17,15,24484,8701
282,342,2533925591,82548181,169693864,107,11,3,9,100336,11505
282,431,2397284833,25480662,77239368,40,12,20,11,51160,12412
282,461,2362097965,25618874,115200504,40,12,20,11,51160,13714
282,490,2358968675,24232626,153169520,37,12,20,11,50464,14257
282,580,2362887577,21010340,73853056,30,12,19,11,45021,15246
282,757,2321993888,30867151,108245744,28,12,17,10,45520,20904
282,760,2334332183,34888394,136184024,23,12,38,30,41684,25607
282,762,2344830641,41431576,56209944,23,12,37,30,42555,27731
312,823,2232212345,16191826,81116128,14,12,23,11,29391,20461
342,823,2361619059,19748208,118475056,20,12,20,11,36659,22329
372,793,2284601848,12633344,59064344,25,12,39,27,41442,22470
372,796,2241796632,14622072,99120168,23,12,39,27,39567,25611
372,824,2312515901,14814073,141170680,24,13,40,27,41442,24012
372,825,2267054257,14470858,84153896,24,12,39,27,40601,24805
372,826,2256379192,15180751,124666024,24,12,39,27,40601,25928
402,793,2286467559,12868747,83606760,25,12,39,27,41442,21835
402,796,2250262243,14507317,126581864,23,12,39,27,39567,25011
402,824,2270456000,14693245,82229880,24,13,40,27,41442,23377
402,825,2250121522,14700350,125514304,24,12,39,27,40601,24185
402,826,2295469709,14726584,79167848,24,12,39,27,40601,25308
408,466,2182602181,9266745,107035792,12,12,21,18,48613,16208
408,467,2218412403,8476454,141870440,12,12,20,18,48613,14103
408,496,2154996073,7281319,67893192,12,12,21,18,48613,17196
408,526,2178901738,10236777,94744248,12,12,21,18,48613,18573
431,796,2294899057,14155343,54476320,23,12,39,27,39567,23633
431,824,2265928377,14591781,100025128,24,13,40,27,41442,21911
431,825,2259444354,13994966,80128936,24,12,39,27,40601,22757
431,826,2255966107,14414417,125751808,24,12,39,27,40601,23880
460,796,2270221125,13841402,84116016,23,12,39,27,39567,22853
460,824,2263251863,14101534,131265568,24,13,40,27,41442,21081
460,825,2223304306,13697271,93043240,24,12,39,27,40601,21948
460,826,2283574531,14040234,80966512,24,12,39,27,40601,23071
461,796,2254378714,14272081,125248584,23,12,39,27,39567,23526
461,824,2265177336,14153172,86881696,24,13,40,27,41442,21798
461,825,2268010890,14043583,59333200,24,12,39,27,40601,22646
461,826,2604615747,15281827,103668408,24,12,39,27,40601,23769
490,796,2983405198,14952458,86248208,23,12,39,27,39567,22111
490,824,2525427038,15133718,66824184,25,13,40,27,42143,20798
490,825,2367428325,14810284,113403936,25,12,39,27,41302,21716
490,826,2349592739,15035971,94091040,24,12,39,27,40601,22300
496,527,2618447204,3879748,93146312,20,12,8,12,36547,2059
520,793,2356564268,11637605,86440424,26,12,39,27,42143,18470
520,796,2485557908,13734592,64091328,23,12,39,27,39567,21431
520,824,2293899788,13772776,56097920,25,13,40,27,42143,20049
520,825,2307567107,13687871,103447224,25,12,39,27,41302,20986
520,826,2404431416,13585498,94275824,24,12,39,27,40601,21591
528,646,2282442482,10873908,77192048,12,12,13,12,45032,20396
557,706,2507975791,12147890,94130680,5,12,15,15,33676,20974
580,793,2304726085,14421280,89651784,27,13,40,28,44050,18425
587,766,2343855539,34999774,78640656,14,12,12,15,48696,24084
587,796,2348400794,33789196,75738840,15,12,12,16,48271,21839
592,707,2440808147,51377796,96321472,51,12,13,13,113660,24008
621,707,2511652614,49353793,94907776,51,12,13,13,113660,19845
622,707,2532811672,50110955,94369264,51,12,13,13,113660,20564
649,707,2492506432,31995889,97299032,55,12,8,12,116523,8215
650,681,2515178559,10784401,80315824,81,12,12,12,152012,7494
679,681,2538317290,7563970,58546176,65,12,12,15,121636,11215
680,708,2415957064,32700779,79745032,36,12,12,13,81707,31038
727,793,2253619897,11770815,69434768,32,12,41,29,46435,14377
727,796,2254391233,14415236,67233424,29,12,41,30,43859,18630
727,824,2295403804,14676460,68731848,30,14,43,29,46435,16221
727,825,2256120703,13898055,67376832,31,12,41,29,45594,17525
727,826,2277112827,14255487,68001976,30,12,41,29,44893,18468
736,737,2398814264,2423702,94092776,10,12,0,12,29301,4327
790,793,2309006724,4560356,54330272,41,12,23,11,52890,6807
790,824,2329577970,7213516,73067872,40,12,22,10,52723,8847
281,342,2113070353,8725752,91136840,7,11,4,10,20759,6033
282,312,2549473456,35617490,85540976,117,11,1,11,100218,5761
282,550,2378388465,17813020,73416704,30,11,17,9,43650,13771
282,579,2358850314,18567869,105278664,29,11,17,9,43289,14532
282,609,2359355671,18415514,83781240,29,11,17,9,43289,15094
282,639,2398416470,18349595,82352608,29,11,17,9,43289,15929
282,756,2495918025,22305050,69382264,28,11,17,9,43154,19590
282,758,2390530499,31066994,70932120,26,11,36,28,42151,22832
282,789,2364447971,32978037,101084136,26,11,36,28,42151,24368
282,790,2346625027,31195148,80114104,24,11,36,28,40994,24176
283,313,2143796562,1596339,62367984,13,11,1,11,30162,2170
497,556,2281061171,6686593,73380816,7,11,11,11,24027,9718
497,646,2256051028,6818892,57608000,6,11,9,11,23074,10373
527,736,2530105279,10629049,79464144,5,11,11,11,26034,17165
550,793,2304251173,11724809,91449256,27,12,39,27,42679,18042
550,796,2381425523,13206795,84664848,25,11,38,27,40103,21188
550,824,2256890157,14082718,57699248,26,13,40,27,42679,19658
550,825,2295786150,14397222,87942296,26,12,39,27,41838,20647
550,826,2298201104,13641028,58742600,25,12,39,27,41137,21305
579,793,2304146394,11931832,90168944,28,12,39,27,43293,17633
579,796,2211499492,13284367,67145976,26,11,38,27,40717,20967
579,824,2282562101,14177514,91728968,27,13,40,27,43293,19292
579,825,2284297599,13174745,69739160,28,11,38,27,42452,20331
579,826,2238037364,13775667,90428360,25,13,40,27,41751,21041
580,796,2307595967,12953830,86083504,25,11,38,27,40103,20963
580,824,2276323969,14115043,60904200,26,13,40,27,42679,19413
580,825,2275309218,13168145,89580336,27,11,38,27,41838,20408
580,826,2297968679,13743558,86616992,25,12,39,27,41137,21072
587,826,2345104249,14761799,74951720,6,11,19,14,33544,17748
609,793,2304309982,11907957,90282296,29,12,39,27,43871,17208
609,796,2269177001,13425001,86209248,27,11,38,27,41295,20732
609,824,2357554283,14523717,70476536,28,13,40,27,43871,18910
609,825,2295545352,14761584,56987192,27,13,40,27,43030,20005
609,826,2299134296,14399079,88436472,26,13,40,27,42329,20765
617,677,2340551629,32898720,56281104,33,11,8,12,69421,13147
638,793,2275584528,11725475,90393296,29,12,39,27,43871,16362
638,796,2273858335,13227027,66971408,27,11,38,27,41295,19952
638,824,2289254128,13978273,91433080,28,13,40,27,43871,18064
638,825,2284554288,13302215,69084272,29,11,38,27,43030,19179
638,826,2243529879,13747552,89671440,26,13,40,27,42329,19960
639,793,2312750751,11436313,70303320,29,12,39,27,43871,16727
639,796,2296599598,13458794,89401480,27,11,38,27,41295,20289
639,824,2264385584,14682055,72271040,28,13,40,27,43871,18429
639,825,2258177052,13799333,63155704,27,13,40,27,43030,19536
639,826,2279593494,13758806,90239232,26,13,40,27,42329,20308
648,678,2151230800,654117,74864816,9,11,0,11,43617,1943
668,793,2255222602,11870970,90231392,31,12,39,27,45751,16292
668,796,2288940263,13711140,88740096,29,11,38,27,43175,20201
668,824,2302862465,14390492,63612464,30,13,40,27,45751,18086
668,825,2251523221,14510415,71002072,30,12,39,27,44910,19289
668,826,2295883750,14544000,89259664,29,12,39,27,44209,20150
681,708,2475323683,29867692,81342072,38,11,16,10,83940,30599
697,793,2313845473,12175023,72814992,31,12,39,27,45751,15111
697,796,2244441463,13642693,70242808,29,11,38,27,43175,19110
697,824,2327076938,14282436,71641552,30,13,40,27,45751,16905
697,825,2248632291,13705086,69482904,31,11,38,27,44910,18138
697,826,2297840576,14240700,61480160,29,12,39,27,44209,19024
698,793,2306982407,12028037,61872800,31,12,39,27,45751,15421
698,796,2302141622,13972890,61562464,29,11,38,27,43175,19396
698,824,2343330967,14441831,70355968,30,13,40,27,45751,17215
698,825,2281669790,14440291,70225680,30,12,39,27,44910,18438
698,826,2267322769,14515023,69824904,29,12,39,27,44209,19318
758,793,2308915636,5087878,76767704,37,11,20,10,51368,9075
758,796,2293000295,8346273,74842896,33,11,20,11,48432,13998
758,824,2313231588,8005311,78583656,36,12,21,11,51368,11101
758,825,2286137044,8300997,66174592,36,11,20,10,50527,12729
758,826,2285880924,7833855,77907952,34,11,20,10,49466,13655
759,793,2329493474,4711578,95433232,34,12,22,11,49389,8397
759,796,2287519194,7863738,100112512,31,11,21,11,46453,13082
759,824,2330543251,7208274,101966424,35,11,21,10,49389,10326
759,825,2270872802,7436795,83432056,34,11,21,10,48548,11872
759,826,2272827802,7487399,81171688,32,11,21,10,47487,12750
760,793,2351901095,4541562,73835296,43,11,22,11,54261,6496
760,824,2326752098,7091293,67648640,41,11,21,10,52723,8446
761,793,2397213134,4041715,109938032,45,11,22,11,54873,4904
761,824,2398672495,6942645,108189232,43,11,21,10,53335,7026
762,793,2335415709,3960093,92598120,46,11,22,11,55228,4360
762,824,2336550958,6999700,90728280,44,11,21,10,53690,6538
790,796,2319980950,8697600,72325536,38,10,20,11,49787,12317
790,825,2278588835,7610272,106105240,39,12,22,10,51882,10689
790,826,2303304147,8322064,85956728,39,10,20,10,50821,11854
796,825,2895943257,636776,101151072,77,11,11,1,73309,1625
797,826,2471986891,2700095,69203464,19,10,11,10,38121,4695
251,281,2086932847,2985405,88090624,18,9,0,9,13699,3234
252,342,2067886094,4724181,68286336,4,10,1,10,20172,5979
282,372,2459748585,15158808,85422456,42,10,11,8,47918,8294
282,638,2440583798,29206927,82746064,29,10,15,8,42764,15916
282,668,2470076505,12684802,83357792,29,10,15,8,42764,16239
282,697,2692170156,17276811,82762400,28,10,15,8,42357,17326
282,698,2577279892,16744688,82737128,28,10,15,8,42357,16571
282,727,2357638115,17053765,81393464,28,10,15,8,42357,17572
282,759,2453245995,33583687,65001192,26,10,34,27,40986,23608
282,795,2400725442,27445658,82036696,10,10,18,11,25075,20709
283,314,2486653306,989028,91079280,50,10,10,10,40671,1690
312,401,2403646459,11142664,67109096,44,10,15,10,50941,7348
312,490,2584324242,10570438,86883104,38,10,18,8,46935,9986
312,792,2369368666,30424507,81314328,24,10,36,28,39252,23911
378,437,2275244834,7266168,90433432,15,10,17,11,49575,10960
378,646,2269914930,13686918,68713752,14,10,10,10,50557,18984
401,823,2287484726,10864456,91189184,20,10,18,9,33830,18411
408,556,2260420990,9617259,82875952,12,10,18,15,44412,18070
408,586,2321836571,9228971,87193584,12,10,18,15,44412,18938
436,466,2049725078,144822,75180392,28,10,1,10,22568,110
438,556,2308488677,10755286,82670288,12,10,18,15,44412,19375
438,586,2306457519,10839752,87613872,12,10,18,15,44412,20243
468,646,2242123211,10490082,82962640,12,10,6,10,44169,18471
497,586,2323178272,6680484,85589560,7,10,10,10,23055,10134
498,646,2232945707,9272192,84740928,12,10,6,10,44169,18958
526,707,2332580934,15299465,85326808,10,10,11,11,36604,11056
527,795,2432197104,4628641,82574680,2,10,15,15,19317,13404
556,587,2411364606,3998890,63282032,3,10,17,12,23919,7711
556,646,2637640693,69607821,80767264,88,10,0,10,128510,15662
556,647,2420631996,3220870,83080392,3,10,16,12,21562,7530
556,796,2581152218,79442926,82536096,32,10,4,10,58088,25659
586,587,2463850822,2311733,84070560,3,10,10,11,21587,5677
586,646,2806118886,64785215,82043296,100,10,0,10,154115,10401
587,677,2404058581,40977603,94117008,33,10,6,11,72579,14754
587,706,2330365503,9900671,91286200,5,10,8,10,29677,17938
617,766,2310868573,22361321,89030304,14,10,10,11,41225,20587
617,796,2293913666,19134421,88224624,15,10,10,12,40800,18156
617,826,2311089483,10427243,80896496,6,10,17,12,28473,15556
650,680,2596987596,220607,113588944,91,10,0,10,158775,203
706,736,2643313369,14562722,78302000,73,10,3,10,86331,4301
759,823,2253780933,5882214,99090840,30,10,19,9,42064,8934
760,796,2344916565,8867014,111786656,38,10,20,11,49787,11952
760,825,2344566229,7657765,78551368,41,10,20,10,51882,10296
760,826,2333515833,9387112,92288488,39,10,20,10,50821,11482
761,796,2324712494,8762367,114454504,40,10,20,11,50399,10833
761,825,2292930177,7419996,93080144,43,10,20,10,52494,8972
761,826,2347965533,8018180,114734696,41,10,20,10,51433,10288
762,796,2275394266,8745511,93263664,41,10,20,11,50754,10462
762,825,2338920572,7732214,76755888,44,10,20,10,52849,8524
762,826,2340112235,8213117,113688400,42,10,20,10,51788,9891
789,824,2317174142,7060777,93314488,39,10,19,9,51724,9636
226,256,2020481031,151200,102148328,8,9,0,9,11125,168
252,312,2092835289,7839787,80432680,4,8,2,8,16451,7222
282,313,2320835019,3143852,94662752,6,9,7,10,23385,4853
282,402,2378224621,18568890,70398368,41,9,14,8,47639,9980
284,313,2170867604,471564,92525616,24,8,0,8,36575,352
284,314,2351494690,135015,81157288,63,9,0,9,49083,144
312,460,2323036376,11569593,94769192,42,9,17,8,47631,9471
312,580,2299553262,9764208,92669184,32,9,16,8,41492,11285
312,756,2267375165,20345096,89340008,29,9,14,7,41730,17422
312,757,2285734219,20683352,93099096,29,9,14,7,41730,16827
312,760,2284742128,24718169,71165840,24,9,35,27,37894,21648
312,761,2249869070,25830153,85381888,24,9,36,27,37894,21928
372,823,2262470688,7653483,94529704,20,9,17,8,32138,18078
402,823,2267907896,7463566,93978088,20,9,17,8,32138,17596
431,823,2280641875,7643127,75776264,20,9,17,8,32138,16468
438,676,2283962542,10393603,95549960,12,9,14,11,42061,21400
460,823,2225796439,7615664,95492384,20,9,17,8,32138,15821
461,823,2278702630,9058581,75216728,20,9,17,8,32138,16380
467,526,2375359424,2749479,100239336,40,9,9,9,75820,6325
490,823,2329522896,7327852,96497744,21,9,17,8,32839,15712
496,707,2396370895,13322788,91398072,10,9,12,12,34204,10422
520,823,2290110869,7301913,72614968,21,9,17,8,32839,15126
527,767,2434917296,4052680,70773448,10,9,15,10,31276,12920
527,797,2718903691,4487007,90598928,9,9,15,12,29324,13616
528,707,2334700757,10604308,90322856,6,9,16,9,30949,13168
586,617,2416434064,2545783,95111496,3,9,13,10,21175,6171
616,617,2510846585,3001616,96119024,3,9,15,10,21175,6897
616,796,2554841653,62322415,91226392,34,9,3,9,56051,20853
647,706,2356657525,4453704,93547608,4,9,10,10,20249,13157
647,826,2415726621,7498173,90103240,6,9,16,9,26002,11338
649,681,2555925094,3676846,95705280,74,9,9,9,138033,8696
650,651,2493017255,73937296,77390560,78,9,11,9,147505,12258
727,823,2332220910,7812215,101268224,26,10,20,10,37131,12590
756,793,2154876179,5799345,88208368,38,9,18,9,48922,12153
756,796,2107728661,9061390,86397400,34,9,18,10,45986,16630
756,824,2133552245,10506865,87145464,37,10,19,9,48922,14125
756,825,2163787655,11963340,86168424,37,9,18,9,48081,15622
756,826,2103959712,8895917,72897928,35,9,18,9,47020,16377
757,793,2324030943,5353898,112012000,39,9,18,9,51368,10833
757,796,2377160824,8680986,108351304,35,9,18,10,48432,15592
757,824,2337396570,8326767,76227024,38,10,19,9,51368,12859
757,825,2487472794,8724797,89546464,38,9,18,9,50527,14438
757,826,2329083940,8346453,90038560,36,9,18,9,49466,15289
758,823,2464587172,9366732,86169848,31,9,17,8,42064,9213
789,793,2359680677,4155471,93031040,40,9,18,9,51724,7582
789,796,2318078666,7797873,89884392,36,9,18,10,48788,12756
789,825,2325735971,7165347,90093016,39,9,18,9,50883,11337
789,826,2310711317,7350604,74790408,37,9,18,9,49822,12360
790,823,2355061655,5373705,105337944,35,8,16,8,42964,7267
251,342,2112186143,6932468,74121424,5,8,2,8,16178,5437
252,313,2075117417,5174612,85083952,5,8,8,8,20685,3518
281,313,2102922907,5396861,96067840,5,8,10,8,19643,4966
281,343,2097858433,6424516,78235376,5,8,7,8,18041,6221
282,341,2297566835,2391168,89022168,5,8,5,8,19082,3877
283,312,2150010506,3465987,101592672,4,8,10,8,20084,5900
312,431,2330469092,10603476,93692552,42,9,17,8,47631,7999
312,461,2304886638,11088583,96755696,42,9,17,8,47631,9305
312,550,2314369724,6775159,94622928,32,8,14,6,40121,9833
312,579,2329648044,6867566,76609504,31,8,14,6,39760,10654
312,609,2335313968,6997101,91676952,31,8,14,6,39760,11240
312,639,2314469238,6774317,93809160,30,8,14,6,39499,11827
312,758,2293252972,20574552,73084248,27,8,33,25,38361,18822
312,762,2228401327,19769175,86554792,24,8,34,26,36423,21572
312,789,2277575014,22365731,89365024,27,8,33,25,38361,20351
312,790,2298278922,20489749,90063864,25,8,33,25,37204,20227
342,792,2397454004,33635996,99095872,32,8,26,24,46520,24412
378,407,2223256435,4908159,88768768,15,8,16,8,47984,9064
378,466,2213706190,6010048,88855080,15,8,16,8,47984,13926
378,467,2241170465,5506704,98052296,15,8,17,9,47984,11911
378,496,2228632049,6821557,90149472,15,8,17,9,47984,14881
378,526,2217903869,6290617,88573168,15,8,16,8,47984,16212
408,616,2216696187,7482877,86978256,12,8,13,10,41287,18337
408,676,2254820638,8147725,76776416,12,8,13,10,41324,19774
438,616,2335077020,8735788,103919936,12,8,13,10,41287,19563
438,706,2260925690,7712029,98531728,5,8,12,9,25270,15635
438,707,2224394465,7516284,91078528,6,8,8,9,30394,10697
467,556,2465990337,2779425,111728536,37,8,8,8,69748,8500
468,707,2173334966,6396197,93415824,6,8,8,9,30394,10693
496,646,2441962526,40298790,98793328,63,8,4,8,98248,16857
497,616,2271942681,5303831,92464208,7,8,8,8,19930,8909
497,676,2257598862,5272392,88469144,6,8,8,8,19580,10158
498,707,2206733846,8154942,88251840,6,8,11,11,30394,12321
550,823,2314752807,7215077,102233768,22,9,17,8,33375,14907
556,617,2410834254,2924506,91716272,3,8,16,10,19257,6718
556,766,2479805777,70143294,89245568,33,8,3,8,58117,22891
557,797,2343396909,3157381,75093712,12,8,11,10,31925,12285
579,823,2319249439,7541101,102499832,22,10,18,8,33989,14710
580,823,2282925805,7225944,82127272,22,9,17,8,33375,14711
586,796,2662172834,66268269,94921416,33,8,3,8,54873,21094
592,736,2557970463,3948471,86473248,3,8,11,10,20723,6635
593,736,2219900837,3994827,74113192,3,8,11,10,20723,6887
609,823,2324273735,7285669,102345792,23,10,18,8,34567,14510
616,737,2413941134,3173492,83293880,3,8,14,9,21498,9587
617,706,2295326110,6121942,95929800,5,8,9,8,22206,15359
621,736,2307254475,3239641,88621960,3,8,11,10,20723,5932
622,736,2315345609,3853696,88532280,3,8,11,10,20723,6054
638,823,2248050622,7300999,82855424,23,10,18,8,34567,13841
639,823,2352229895,7212684,104105632,23,10,18,8,34567,14132
647,676,2433749340,7791600,102791960,11,8,10,9,34578,20512
647,766,2383084662,16463365,97156432,15,8,9,8,38754,15223
649,736,2327345219,2122011,87426712,3,8,10,10,20723,3489
650,679,2571762374,5272342,88772512,75,8,0,8,137187,7260
650,736,2354379414,2728285,87264456,3,8,11,10,20723,4546
651,736,2310010951,3319573,111866984,3,8,11,10,20723,5241
668,823,2348759224,7414463,77998640,26,9,17,8,36447,14018
677,707,2492156571,7744660,77549576,61,8,0,8,113663,3120
677,826,2348002441,3102660,116283880,7,8,16,8,26143,7218
678,736,2328192522,1880100,97301648,3,8,9,10,20723,2876
679,680,2512381039,952719,98579208,73,8,0,8,124473,5863
679,736,2370827106,2967533,75376272,3,8,10,10,20723,4249
697,823,2253587772,7293477,77604096,26,9,17,8,36447,13065
698,823,2280606044,7197939,79915392,26,9,17,8,36447,13312
737,766,2461850322,15140993,76941856,27,8,9,8,46343,7291
756,823,2175223976,6475973,103199328,31,8,16,8,39618,11683
757,823,2274486576,6286137,112113960,32,8,16,8,42064,10688
760,823,2272339853,5327202,88963096,35,8,16,8,42964,6932
761,823,2312955720,5037126,110494656,36,8,16,8,43252,5641
762,823,2452332435,4898912,77627504,36,8,16,8,43252,5129
789,823,2335190101,5290150,107138928,33,8,16,8,42420,8022
251,252,2090721946,70135,77735544,19,7,1,6,26879,52
251,312,2048517087,4249583,91344488,5,7,4,7,13881,6275
252,282,2095171884,111220,84502600,15,6,0,6,22696,108
282,375,2338138565,4676809,99712488,19,6,4,6,22389,6972
283,347,2153015651,6708491,76761472,14,7,9,7,14221,8092
283,376,2173923265,5282827,94115256,20,7,9,7,21793,6968
283,377,2196522771,5796976,84034304,20,7,9,7,21793,7316
312,341,2314808053,960347,94608512,5,7,7,7,14571,2210
312,343,2285193001,14841086,100222496,35,7,3,7,36651,7231
312,638,2315965537,6153998,99487376,30,7,12,5,38974,11850
312,668,2319872391,6297927,104574096,30,7,12,5,38974,12182
312,697,2297017556,6300662,79754008,29,7,12,5,38567,13294
312,698,2307907157,6166369,95708920,29,7,12,5,38567,12553
