R1,R2,QT,PT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
676,680,2338353764,346243,221970416,1,4,6,5,6952,1398
676,681,2343496731,417320,225471920,1,4,6,6,6952,1670
677,679,2274697602,5430655,76535504,12,4,4,4,35585,3901
677,680,2275109121,1672801,97759816,11,4,7,4,34984,2252
677,706,2301873004,820844,118961152,3,4,3,4,10998,1823
677,797,2265119670,1683055,147224160,19,4,5,4,35039,7090
697,788,2117444415,1021425,157824208,5,1,2,1,5849,2002
698,788,2157001976,775103,168431256,2,4,4,3,5849,2050
706,767,2350911874,3361839,179045720,2,4,10,9,12267,8865
707,709,2551007843,371999,186111496,4,4,0,4,11165,1144
707,711,2480025946,1541140,196710128,4,4,5,5,12007,2732
707,737,2962600217,307195,130861272,58,4,0,4,82769,205
708,709,2233444266,179429,137926896,4,4,0,4,11165,832
708,737,2347096053,598465,190919176,8,4,3,4,17989,1039
708,796,2371106792,894401,243923088,1,4,7,5,10006,2612
727,758,2285645544,4996123,114850864,46,4,24,20,49707,5008
727,759,2468954929,6863651,164923624,43,4,24,20,47404,6510
727,760,2459296920,7044064,218559520,40,4,24,20,46435,8731
727,761,2302628050,7438796,103002152,40,4,24,20,46435,9071
727,762,2274708293,8512072,153071936,40,4,24,20,46435,10542
727,789,2252069132,6745215,210273912,45,4,24,20,49383,7064
727,790,2258488444,6838043,81433664,42,4,24,20,47754,7952
727,792,2274412438,8917764,136025928,40,4,24,20,46435,11063
736,796,2557607977,13899405,227021072,70,4,1,3,73434,5543
766,792,2321239448,1700030,241572904,4,4,8,4,14392,2669
766,793,2374774426,1221525,67186160,4,4,8,4,14392,2263
766,824,2339812376,1100041,78101760,4,4,8,4,14392,1934
767,796,2540156788,1653785,161804192,40,4,0,4,47937,939
195,284,2032977509,463443,172726144,7,1,0,1,11567,654
251,401,2026493336,344899,172726144,1,3,5,5,4051,996
251,431,2011722005,260474,176363976,1,3,6,5,4051,1133
251,460,1973855905,264941,180001824,1,3,5,5,4051,1257
251,461,2005006429,264180,183647112,1,3,6,5,4051,1246
251,490,2026385073,282284,187285472,1,3,6,5,4051,1337
251,520,2019759827,284661,187285472,1,3,5,4,4051,1423
251,550,1994995305,333438,190923312,1,3,6,5,4051,1507
251,580,2038972766,317592,194561160,1,3,6,5,4051,1591
256,257,2000138477,383480,198210664,4,3,3,3,6463,824
256,287,2008505213,364058,201848528,3,3,3,3,5846,978
256,317,1967265164,424409,205486392,3,3,3,3,5846,1297
256,347,2003258166,433578,209126416,3,3,3,3,5846,1509
256,348,1966770678,500417,212764896,3,3,3,3,5846,1822
281,579,2063408157,554599,220056224,2,3,5,3,6152,2040
281,609,2003232755,571075,223694088,2,3,5,3,6152,2113
281,638,2024456885,588098,227331936,2,3,5,3,6152,2284
281,639,2003562479,580239,234607616,2,3,5,3,6152,2221
281,668,2053843971,597810,238245464,2,3,5,3,6152,2330
281,697,2055626111,647787,63952488,2,3,5,3,6152,2551
281,698,2048896005,613057,67634504,2,3,5,3,6152,2439
281,727,1997760505,962963,74993552,2,3,5,3,6152,2591
281,757,2028173126,974773,78673072,2,3,5,3,6152,2748
282,314,2318146751,2689364,108137520,49,3,3,3,35528,4286
282,405,2305217006,2253845,122868160,19,2,4,2,16189,6249
282,436,2274331022,2351025,133912496,16,2,4,2,14832,7845
282,467,2234302506,925387,137592016,1,3,4,4,4054,2991
282,646,2263694053,3484349,141271568,3,3,0,3,9786,5508
283,316,2164340247,1412684,159676664,23,3,4,3,16884,3989
283,346,2157006473,1480623,181753896,23,3,4,3,16884,4256
283,527,2079139500,1873368,185433432,2,3,6,4,7547,3689
284,527,2106262052,1291007,189112952,2,3,6,4,7547,3572
284,793,2145477774,3662311,196483736,3,3,2,3,9980,6296
284,796,2138152191,2876861,203853648,3,3,2,3,9980,5981
284,824,2146819205,3815398,211215648,3,3,2,3,9980,6392
284,825,2141990204,3853820,214895200,3,3,2,3,9980,6471
284,826,2139085579,3404299,222254256,3,3,2,3,9980,6148
311,312,1908756715,21965,225933808,5,3,1,3,2496,16
312,313,2232927274,2031115,236999096,3,3,2,3,11931,3915
312,342,2487354492,12414528,130601328,123,3,0,3,92575,2450
312,375,2242759413,1991523,145318864,21,3,3,3,18210,6009
312,466,2167434617,2775706,152677640,12,3,6,3,12854,6982
312,496,2179410438,2291492,160044824,6,3,5,3,9812,5171
314,342,2136088462,1116217,171110456,5,3,2,3,11356,2582
314,343,2140153750,1483105,182165856,7,3,2,3,11855,2545
314,372,2189542135,742896,189524616,3,3,2,3,8211,2521
314,401,2121685753,886528,196883416,3,3,2,3,8211,2713
314,402,2116485034,872050,204249656,3,3,2,3,8211,2636
314,520,2084889801,657683,211608448,2,2,1,2,6214,2593
314,527,2106086117,1019555,215287840,2,3,4,4,7547,3231
314,550,2090478791,680264,222646624,2,2,1,2,6214,2630
314,579,2132918018,680108,230005408,2,2,1,2,6214,2698
314,580,2119370811,694576,237372552,2,2,1,2,6214,2694
314,609,2136649858,708808,244697376,2,2,1,2,6214,2721
314,638,2162553894,741129,65538128,2,2,1,2,6214,2800
314,639,2119700473,791017,72961904,2,2,1,2,6214,2774
314,668,2122417933,479726,80392048,2,2,1,2,6214,2811
314,697,2101425534,790880,87813752,2,2,1,2,6214,2907
314,698,2147932548,771247,95254792,2,2,1,2,6214,2850
314,727,2157557077,796245,102695456,2,2,1,2,6214,2903
314,757,2140953295,975318,110117176,2,2,1,2,6214,2935
314,761,2138508078,2368048,117579064,2,3,1,3,8556,5391
314,762,2200713272,3544590,125000776,2,3,1,3,8556,5456
314,792,2216556527,3690564,132427384,2,3,1,3,8556,5410
314,793,2123100591,2449511,139849192,2,3,1,3,8556,5478
314,796,2117138275,2913303,150981784,2,3,1,3,8556,5036
314,824,2149093757,2638807,158411888,2,3,1,3,8556,5532
314,825,2137519541,2913009,165833592,2,3,1,3,8556,5573
314,826,2145771194,2199220,173255304,2,3,1,3,8556,5220
315,378,2093851142,2007669,184387872,6,3,0,3,9068,2941
315,408,2060676646,3524495,195536024,6,3,3,3,9068,3322
341,342,2080774656,18249,206668552,6,3,0,3,11590,18
342,375,2300688311,1839340,225224984,29,3,3,3,22817,5382
342,436,2341465089,3687461,243714336,22,3,5,2,20240,8084
342,460,2453271259,6917381,113632984,61,3,3,3,60326,6475
342,461,2426546118,6856115,169326304,61,3,3,3,60326,6266
342,466,2301735644,3031935,180458048,16,3,6,3,16449,7345
342,490,2358469553,6930488,232406224,58,3,3,3,59630,7451
342,496,2320135637,2464248,243550496,9,3,5,3,12786,5656
342,580,2424101482,8171881,107951216,48,3,3,4,51926,9671
343,375,2154414849,1457866,130341816,29,3,3,3,22817,3916
343,436,2171817615,3217202,149003104,22,3,5,2,20240,6941
343,466,2102139015,2727027,160198400,16,3,6,3,16449,6490
343,496,2132118549,2237120,171407600,9,3,5,3,12786,5118
343,793,2124967513,2130360,178871136,4,3,2,3,8984,4757
343,823,2095739363,2672507,186334664,4,3,4,3,8984,5227
343,824,2166865608,2346005,197529960,4,3,4,3,8984,5237
343,825,2239544535,2554625,208728528,4,3,4,3,8984,5495
344,436,2158822728,3195768,227399840,22,3,5,2,20240,6609
344,466,2127224264,2643179,238595160,16,3,6,3,16449,6234
344,496,2052353687,2272245,61790872,9,3,5,3,12786,4958
344,792,2041969847,2695616,65524736,2,3,2,3,8612,6052
344,793,2030752533,2655719,69256544,2,3,0,3,8612,5991
344,824,2043465283,3132447,76728576,2,3,1,3,8612,6245
344,825,2073212908,3170557,80460384,2,3,1,3,8612,6293
374,405,2112092217,934237,106587704,31,3,3,3,22795,868
374,436,2148805318,1099662,125246768,23,3,3,2,20514,3966
374,466,2061264248,1035497,136442192,17,3,4,3,16723,4180
374,796,2085740301,2812145,147677824,3,3,0,3,9522,5442
374,826,2095099293,2798593,155143904,3,3,0,3,9522,5541
375,467,2078162425,1270551,162610776,3,3,4,4,5566,2393
376,378,2108460743,185060,173810424,6,3,3,3,11331,807
376,408,2114799902,287593,185014224,6,3,3,3,11331,1308
376,438,2066224327,358836,196209624,6,3,3,3,11331,1736
376,468,2064523921,320468,199941416,4,3,3,3,10079,1700
377,766,2217161071,6345345,222340440,10,3,2,3,24564,10358
377,795,2207376250,3367561,244705568,4,3,4,3,15247,7447
377,796,2233724747,5696233,82471128,9,3,2,3,22188,9896
377,826,2209642136,4370598,105015696,6,3,4,3,18474,8397
378,527,2260896551,1855389,146299536,8,3,2,3,17759,3516
401,756,2188306571,15087376,176335376,45,3,1,2,52454,14265
405,466,2082250659,440057,187593920,22,3,3,2,19502,1921
406,435,2061644562,50710,191354216,2,3,3,2,2555,146
406,436,2070600650,53953,202612736,2,3,0,3,2555,184
406,466,2040823164,295702,206365600,2,3,2,3,3507,908
406,496,2009784693,483065,210118448,2,3,2,3,3507,1333
406,646,2014235418,1161484,217632544,2,3,0,3,7158,2949
408,527,2292637525,1929909,91184368,9,3,2,3,18425,3233
408,766,2197984961,3694324,109955360,4,3,1,3,16326,10283
408,796,2182059663,2917556,128719232,3,3,1,3,13950,8437
435,466,2048931220,517623,139988776,24,3,3,3,20059,1369
435,496,2021286188,1197039,147502776,15,3,3,3,15709,1960
435,526,2035792920,1092125,151255576,7,3,3,3,9623,1844
436,526,2081330989,1032823,158761120,8,3,0,3,9926,1530
437,526,2290989303,4010132,196326320,36,3,3,3,67498,8082
437,527,2269421822,498262,237637240,1,3,2,4,5690,2083
438,766,2209769364,3701243,256411112,4,3,1,3,16326,10534
438,796,2361279090,2956190,72016472,3,3,1,3,13950,8617
467,707,2362751013,1138472,90939160,8,3,3,3,19959,5551
468,527,2219152425,477542,128780392,11,3,3,3,19963,1101
495,647,2046971672,896860,132572952,2,3,6,4,7609,2242
495,677,2042639662,1004142,140141216,2,3,7,4,7609,2841
496,617,2376753297,848000,159061880,2,3,5,5,7666,2545
496,796,2379434793,22941183,193135400,23,3,5,3,37735,16137
497,557,2290417521,791267,223433864,3,3,3,5,8555,1251
497,587,2214123091,623476,227217976,2,3,6,5,7843,1523
498,556,2199697550,4569587,246146000,12,3,6,3,32867,15570
498,586,2186245418,4510273,76904120,12,3,6,3,32867,16131
498,616,2204008097,4638447,95829000,12,3,6,3,32867,16872
523,586,2115547062,576682,107190456,4,3,3,3,21004,1255
523,592,2096897220,1695911,114759144,2,3,5,4,17013,4731
523,593,2072893415,1501179,126144920,2,3,5,4,17013,4841
523,621,2076919767,1362638,133713576,2,3,5,4,17013,4390
523,622,2039369711,1452195,145071792,2,3,5,4,17013,4432
523,647,2062018637,911621,152647920,2,3,4,3,17013,2256
523,648,2036972242,1554277,160216592,2,3,4,4,17013,3130
523,649,2107910602,1246492,171569616,2,3,4,4,17013,3413
523,650,2097139834,1935465,179138272,2,3,5,4,17013,3662
523,651,2063977970,1844558,190518920,2,3,5,4,17013,4119
523,680,2180859418,1410036,198087624,2,3,5,4,17013,3779
523,681,2061015336,1532757,205656296,2,3,5,4,17013,4072
523,707,2046266960,1940833,217025960,2,3,5,6,16992,6538
524,592,2070766066,2343225,224594648,2,3,5,4,17013,6388
524,593,2063119370,2392481,235955128,2,3,5,4,17013,6498
524,616,2086646279,2822880,247308160,3,3,4,3,19371,3493
524,621,2103482982,3403805,65969152,2,3,5,4,17013,6047
524,622,2072625247,3146286,77388400,2,3,5,4,17013,6089
524,646,2098571138,2681003,85023184,3,3,4,3,19371,3777
524,647,2063572651,1490920,96448432,2,3,4,3,17013,3913
524,648,2054874080,1537071,104058240,2,3,4,4,17013,4787
524,649,2031277049,1684292,115489368,2,3,4,4,17013,5070
524,650,2029787436,1791996,123099224,2,3,5,4,17013,5319
524,651,2040785903,1931378,134526880,2,3,5,4,17013,5776
524,680,2050132121,1830297,142155232,2,3,5,4,17013,5436
524,681,2076223270,1896205,149765056,2,3,5,4,17013,5729
524,707,2061035582,2126202,161179752,2,3,5,6,16992,6981
526,527,2424129435,677555,214452608,27,3,0,3,34798,520
526,556,2475851430,100682,97156632,94,3,0,3,115441,194
526,586,2390162680,3511903,165662528,84,3,3,3,106839,4135
526,616,2458612943,4482816,230347112,80,3,3,3,103183,8862
526,617,2370587036,819476,249375360,2,3,4,4,7666,2597
526,826,2376350978,19491123,85835176,23,3,3,3,36382,14627
527,592,2373418140,1179145,93505632,2,3,2,4,12590,4453
527,593,2411122145,1798236,101158016,2,3,2,4,12590,4450
527,621,2365447150,1143223,112636584,2,3,2,3,12590,4249
527,622,2651831261,1139151,120288968,2,3,2,3,12590,4224
527,649,2420026500,1034106,127948800,2,3,2,3,12590,3409
527,650,2389528309,971136,139427424,2,3,2,3,12590,3508
527,651,2463575274,1661168,147079840,2,3,2,3,12590,3894
527,678,2385421985,1693334,158560456,2,3,3,4,11253,5493
