latitude;longitude;time
-26.3013179;-48.84448511;2018522
-26.30133393;-48.84448256;2019516
-26.30137897;-48.84444089;2020495
-26.30137287;-48.84446498;2021475
-26.30140435;-48.84445238;2022454
-26.30141938;-48.84445447;2023484
-26.30142452;-48.84446622;2024522
-26.30140942;-48.84446422;2025509
-26.30141455;-48.84446362;2026488
-26.30141073;-48.84444684;2027467
-26.30140642;-48.84446257;2028447
-26.30140519;-48.84445673;2029452
-26.30139896;-48.8444564;2030480
-26.3014109;-48.84445278;2031459
-26.30144627;-48.84443431;2032437
-26.30144502;-48.84443598;2033466
-26.30144761;-48.84444193;2034446
-26.30147836;-48.84441993;2035474
-26.30149314;-48.84440744;2036455
-26.30149797;-48.84440776;2037484
-26.30150163;-48.84439821;2040493
-26.30154343;-48.8443911;2041473
-26.30155325;-48.84438314;2042453
-26.30156291;-48.84436968;2043482
-26.30155696;-48.84436305;2044480
-26.30156376;-48.8443653;2045458
-26.30156661;-48.84436606;2046437
-26.30157786;-48.84436843;2047466
-26.30157183;-48.84437272;2048446
-26.30157649;-48.84436482;2049476
-26.30158014;-48.84436235;2050455
-26.30157128;-48.84436384;2051484
-26.30157253;-48.84435776;2052513
-26.3015628;-48.84436052;2053502
-26.30155193;-48.84437568;2054550
-26.30152717;-48.84439712;2055533
-26.30152726;-48.84439861;2056511
-26.301537;-48.84440344;2057490
-26.30154277;-48.84440417;2058471
-26.30149133;-48.84443005;2059500
-26.30148639;-48.84445318;2060479
-26.30146037;-48.84446387;2061458
-26.30145521;-48.84446366;2062485
-26.30147414;-48.84446864;2063463
-26.30147715;-48.84446761;2064473
-26.30148935;-48.84447191;2065500
-26.30150336;-48.8444751;2066479
-26.301493;-48.84446726;2067458
-26.3014878;-48.84445234;2068487
-26.30150373;-48.84445858;2069475
-26.30150871;-48.84444129;2070463
-26.3015021;-48.84444375;2071491
-26.30149201;-48.84446296;2072471
-26.30148847;-48.84445067;2073499
-26.30148808;-48.84445921;2074555
-26.30146487;-48.84445128;2075533
-26.30144742;-48.84444975;2076513
-26.30144851;-48.84444515;2077492
-26.30145464;-48.84443245;2078472
-26.3013906;-48.84441195;2079453
-26.30140504;-48.84441028;2080479
-26.30140099;-48.84440688;2081458
-26.30142046;-48.8444142;2082436
-26.30141997;-48.84442584;2083464
-26.3014016;-48.84441919;2084492
-26.30141534;-48.84441634;2085472
-26.30138806;-48.84440772;2086499
-26.30139939;-48.84440971;2087478
-26.30141542;-48.84438831;2088463
-26.30141738;-48.84440267;2089468
-26.30139443;-48.84440205;2090496
-26.30140315;-48.84443173;2091474
-26.30141829;-48.84445585;2092454
-26.30140636;-48.84444596;2093481
-26.30139723;-48.84445617;2094461
-26.3013514;-48.84445588;2095440
-26.30131977;-48.84445395;2096469
-26.30127509;-48.84444967;2097498
-26.30126725;-48.84445043;2098479
-26.30124349;-48.84445427;2099458
-26.30123444;-48.84445603;2100487
-26.30121088;-48.84445821;2101468
-26.30119512;-48.84445912;2102447
-26.30117613;-48.84445485;2103477
-26.30114401;-48.84446696;2104457
-26.30111701;-48.84446289;2105484
-26.30110024;-48.84445991;2106463
-26.30106908;-48.84447448;2107442
-26.30103243;-48.84448411;2108470
-26.30101872;-48.84448029;2109480
-26.30100182;-48.84448803;2110459
-26.30099689;-48.84448648;2111538
-26.30098809;-48.844495;2112516
-26.30103864;-48.84448305;2113496
-26.30102066;-48.84448081;2114477
-26.30103478;-48.84447757;2115456
-26.30104695;-48.84445586;2116484
-26.30111214;-48.84441779;2117466
-26.30111833;-48.84443118;2118444
-26.30115304;-48.84441467;2119566
-26.30116669;-48.84439617;2120545
-26.30115921;-48.84440683;2121525
-26.30116244;-48.84441032;2122504
-26.30115966;-48.84441257;2123483
-26.30117484;-48.84441873;2124460
-26.30120013;-48.84443402;2125488
-26.3012097;-48.84444264;2126469
-26.30122513;-48.84445283;2127448
-26.30122761;-48.84444045;2128475
-26.3012187;-48.84444245;2129464
-26.30121895;-48.84444501;2130499
-26.30121186;-48.84444524;2131478
-26.30120834;-48.84443984;2132455
-26.30121773;-48.84445693;2133493
-26.3012201;-48.84446117;2134473
-26.30120265;-48.84445887;2135454
-26.30118732;-48.84447633;2136433
-26.30118741;-48.84450783;2137461
-26.30119784;-48.84451547;2138488
-26.30119846;-48.84452374;2139466
-26.30119451;-48.84452771;2140445
-26.30120072;-48.84453964;2141474
-26.30120481;-48.84455095;2142453
-26.30120109;-48.84455513;2143434
-26.30120874;-48.84454868;2144461
-26.30121082;-48.84455264;2145475
-26.30121308;-48.84456565;2146455
-26.3012111;-48.84457027;2147434
-26.30120478;-48.84457096;2148464
-26.3012041;-48.84457432;2149492
-26.30118045;-48.84456284;2150479
-26.30118979;-48.84456886;2151459
