latitude;longitude;time
-26.260789632796477;-48.849527835844526;0
-26.260789632796477;-48.849527835844526;985
-26.260789632796477;-48.849527835844526;1978
-26.260789632796477;-48.849527835844526;2972
-26.260789632796477;-48.849527835844526;3963
-26.260778903960418;-48.849527835844526;4950
-26.260778903960418;-48.849527835844526;5943
-26.260778903960418;-48.849527835844526;6936
-26.260778903960418;-48.849527835844526;7929
-26.260778903960418;-48.849527835844526;8925
-26.260778903960418;-48.849527835844526;9921
-26.260778903960418;-48.849527835844526;10917
-26.260778903960418;-48.849527835844526;11912
-26.260778903960418;-48.849527835844526;12919
-26.260778903960418;-48.849527835844526;13915
-26.260789632796477;-48.849527835844526;14907
-26.260789632796477;-48.849527835844526;15896
-26.260789632796477;-48.849527835844526;16894
-26.260789632796477;-48.849527835844526;17899
-26.260789632796477;-48.849527835844526;18900
-26.260789632796477;-48.849527835844526;19898
-26.260789632796477;-48.849527835844526;20895
-26.260789632796477;-48.849527835844526;21891
-26.260789632796477;-48.849527835844526;22895
-26.260789632796477;-48.849527835844526;23892
-26.260789632796477;-48.849527835844526;24891
