latitude;longitude;time
-26.26076817512436;-48.849549293516645;0
-26.26076817512436;-48.849549293516645;984
-26.26076817512436;-48.849549293516645;1974
-26.26076817512436;-48.849549293516645;3057
-26.26076817512436;-48.849549293516645;4053
-26.26076817512436;-48.849549293516645;5048
-26.26076817512436;-48.849549293516645;6040
-26.26076817512436;-48.849549293516645;7034
-26.26076817512436;-48.849549293516645;8029
-26.26076817512436;-48.849549293516645;9023
-26.26076817512436;-48.849549293516645;10019
