latitude;longitude;time
-26.32174762;-48.84622593;646965
-26.32174663;-48.84623283;647958
-26.32174126;-48.84623917;648943
-26.32173989;-48.84624194;649971
-26.32171978;-48.84625744;650951
-26.32169162;-48.84629056;651931
-26.32167031;-48.84629374;652960
-26.32161419;-48.84628504;653940
-26.3215864;-48.84628646;654918
-26.32157635;-48.84630331;655946
-26.32158315;-48.84631936;656973
-26.3215731;-48.84632842;657951
-26.32156832;-48.8463333;658931
-26.3215733;-48.84634394;659967
-26.32157508;-48.84634853;660947
-26.32159322;-48.84636625;661927
-26.32158917;-48.84637309;662927
-26.32158453;-48.84638051;663954
-26.32158414;-48.84638661;664932
-26.32158544;-48.84640682;665960
-26.3215823;-48.84642175;666938
-26.32157459;-48.84643208;667922
-26.32157604;-48.84644582;668949
-26.32158399;-48.84646014;669929
-26.321578;-48.84647037;670968
-26.32159736;-48.84648204;671952
-26.32159639;-48.84648842;672998
-26.32159573;-48.84649716;673976
-26.32159743;-48.84650622;674955
-26.32159894;-48.84652293;675935
-26.32160186;-48.84653711;676963
-26.32160375;-48.84654615;677943
-26.32158748;-48.84654937;678924
-26.32159312;-48.84655823;679952
-26.32157777;-48.84655894;680932
-26.32154815;-48.84654192;681959
-26.32154985;-48.84654461;682960
-26.32154657;-48.84655105;683939
-26.32154684;-48.846545;684966
-26.32154643;-48.84653834;685945
-26.32154285;-48.84653468;686973
-26.32154208;-48.84653784;687956
-26.32153526;-48.8465402;688983
-26.32153516;-48.84654529;689961
-26.32153653;-48.84655456;690941
-26.32153716;-48.84655339;691970
-26.32153706;-48.84655404;692950
-26.32153541;-48.8465524;693928
-26.32153518;-48.84655072;694956
-26.32153513;-48.84655216;695950
-26.32153553;-48.84655256;696937
-26.32153408;-48.8465514;697921
-26.32153314;-48.8465505;699539
-26.32152962;-48.84655623;700551
-26.32152903;-48.84655603;701559
-26.32152535;-48.84655745;702553
-26.32152405;-48.84656157;703536
