latitude;longitude;time
-26.275657809689648;-48.861739947498535;1798223
-26.275601765977708;-48.86160823111137;1801231
-26.275559958968927;-48.86148321952421;1803220
-26.27552168838361;-48.861362573807014;1805205
-26.275470384680816;-48.86123699521918;1808251
-26.27545231463346;-48.86117630127272;1809229
-26.275434790679725;-48.861118328196625;1810222
-26.27541742947899;-48.8610627508199;1811206
-26.27540139930201;-48.861005853422014;1812232
-26.27538688310226;-48.86094519436283;1813220
-26.275377077032427;-48.860877140706194;1814221
-26.27536918672081;-48.86080537196335;1815219
-26.275361481054006;-48.860730650255775;1816215
-26.27535991566515;-48.860646259950784;1817219
-26.27535862620677;-48.86056071636161;1818219
-26.275357026546228;-48.860474007780226;1819220
-26.27535661469231;-48.86038598087901;1820208
-26.275356878705125;-48.86029766839305;1821234
-26.275359844476252;-48.8602068850031;1822220
