latitude;longitude;time
-26.31817186;-48.84035634;9287
-26.31809776;-48.84040715;10284
-26.3179664;-48.840454;11297
-26.31797809;-48.84045908;12294
-26.31782779;-48.8404291;13278
-26.31774361;-48.84042636;14261
-26.31755321;-48.84043746;15681
-26.31746692;-48.84042987;16661
-26.3173779;-48.8404289;17640
-26.31729289;-48.84044454;18669
-26.31719116;-48.84044279;19647
-26.31708794;-48.84045072;20688
-26.31698322;-48.8404593;21668
-26.3168801;-48.84045114;22708
-26.31677535;-48.840465879999996;23743
-26.3166731;-48.84045684;24751
-26.31656072;-48.84045832;25745
-26.31644099;-48.84045766;26755
-26.31633362;-48.84046732;27764
-26.31621119;-48.84046844;28778
-26.3160995;-48.84047363;29794
-26.31599958;-48.84048591;30804
-26.31589102;-48.8404965;31802
-26.31578251;-48.84050069;32803
-26.31567822;-48.8405038;33793
-26.31558569;-48.84051211;34877
-26.3154185;-48.84052187;36835
-26.31534353;-48.84053198;37845
-26.31527371;-48.84053943;38826
-26.31521836;-48.84054543;39868
-26.31511548;-48.84054645;41841
-26.3150218;-48.84055563;43874
-26.31493846;-48.84055777;45759
-26.31491466;-48.84055758;46912
-26.31486682;-48.84055027;48883
-26.31484724;-48.84055448;50821
-26.31483472;-48.84056274;52853
-26.31483375;-48.84056617;53854
-26.31483617;-48.8405701;55865
-26.31480676;-48.84058216;57844
-26.31476389;-48.84059005;59818
-26.31468086;-48.84059357;61757
-26.31460355;-48.84060088;62895
-26.31447838;-48.8406115;64901
-26.31434805;-48.84061425;66870
-26.31418264;-48.84060808;68848
-26.3140848;-48.84060909;69864
-26.31398678;-48.840614;70853
-26.31388954;-48.84062834;71858
-26.31367641;-48.84063314;73873
-26.31346577;-48.84064094;75854
-26.31324156;-48.84065147;77794
-26.31313124;-48.84066073;78790
-26.31300788;-48.84066704;79777
-26.31288941;-48.84067083;80818
-26.31266141;-48.84067961;82815
-26.31242556;-48.84068905;84792
-26.31230884;-48.84067746;85802
-26.31219691;-48.84064686;86793
-26.31208672;-48.84064031;87794
-26.31187937;-48.84065854;89914
-26.31172714;-48.84068493;91700
-26.31163373;-48.84069225;92692
-26.31157731;-48.840713;93829
-26.31150708;-48.8407306;94827
-26.31141778;-48.84073115;95810
-26.31131393;-48.84073449;96804
-26.31113461;-48.84074786;98839
-26.31094737;-48.84074811;100867
-26.31075494;-48.84075693;102789
-26.31064733;-48.84076537;103825
-26.31042361;-48.8407719;105834
-26.31019777;-48.84077577;107876
-26.30996863;-48.84079875;109806
-26.30984784;-48.84080706;110833
-26.30972032;-48.84079331;111820
-26.30958789;-48.84079276;112863
-26.30935849;-48.84082914;114864
-26.30911186;-48.84084775;116845
-26.30884365;-48.84085325;118777
-26.30871415;-48.84086101;119873
-26.308461;-48.84087034;121944
-26.30820807;-48.84088803;123673
-26.30807509;-48.84088539;124759
-26.30797479;-48.84086189;125761
-26.30786036;-48.84086577;126747
-26.30774672;-48.84086883;127761
-26.30763506;-48.84087969;128750
-26.30752077;-48.84088282;129746
-26.30740168;-48.84088157;130737
-26.30729016;-48.84088611;131771
