latitude;longitude;time
-26.26019928;-48.85056327;15324334
-26.26019926;-48.85056323;15329101
-26.26019926;-48.85056322;15330094
-26.26019927;-48.85056322;15331112
-26.26019925;-48.85056328;15333063
-26.26019927;-48.85056331;15334130
-26.26019928;-48.85056331;15335722
-26.26019924;-48.85056329;15337260
-26.26019924;-48.85056328;15338945
-26.26019923;-48.85056326;15340034
-26.26019924;-48.85056328;15341072
-26.26019922;-48.85056328;15342609
-26.26019925;-48.85056331;15343610
-26.2601992;-48.85056328;15344609
-26.26019918;-48.85056328;15345604
-26.26019918;-48.85056329;15346596
-26.26019919;-48.85056336;15347586
-26.26019912;-48.85056327;15348574
-26.26019912;-48.85056328;15349568
-26.26019913;-48.85056331;15350565
-26.26019913;-48.85056337;15351556
-26.26019911;-48.85056334;15352549
-26.26019906;-48.85056327;15353540
-26.26019904;-48.85056325;15354529
-26.26019905;-48.85056328;15355527
-26.26019905;-48.85056329;15356520
-26.26019905;-48.85056331;15357513
-26.2601991;-48.85056343;15358504
-26.26019913;-48.85056348;15359514
-26.26019914;-48.85056354;15360505
-26.26019915;-48.85056355;15361493
-26.26019912;-48.85056359;15362486
-26.26019911;-48.85056357;15363479
-26.26019915;-48.85056371;15364474
-26.26019916;-48.85056376;15365463
-26.26019912;-48.85056377;15366457
-26.26019912;-48.85056381;15367448
-26.2601991;-48.85056378;15368443
-26.26019907;-48.85056375;15369435
-26.26019907;-48.85056378;15370422
-26.2601991;-48.85056386;15371420
-26.2601991;-48.8505638;15372416
-26.26019912;-48.85056381;15374150
-26.2601991;-48.85056376;15375139
-26.26019907;-48.85056369;15376136
-26.26019908;-48.85056367;15377667
-26.26019899;-48.85056364;15378811
-26.26019901;-48.8505637;15379802
-26.260199;-48.85056367;15380858
-26.26019898;-48.85056365;15381849
-26.26019898;-48.85056367;15382886
-26.26019896;-48.85056364;15383884
-26.26019894;-48.85056361;15384876
-26.26019896;-48.85056363;15386119
-26.26019892;-48.85056356;15387115
-26.26019889;-48.8505635;15388101
-26.26019889;-48.85056353;15389097
-26.26019886;-48.85056347;15390143
-26.26019887;-48.85056351;15391139
-26.26019889;-48.85056355;15392185
-26.26019887;-48.85056356;15393178
-26.26019886;-48.85056354;15394170
-26.26019884;-48.85056354;15395158
-26.26019882;-48.85056351;15396149
-26.26019883;-48.85056351;15397147
-26.26019883;-48.85056354;15398145
-26.26019884;-48.85056352;15399143
-26.26019888;-48.85056361;15400134
-26.26019886;-48.85056355;15401123
-26.26019884;-48.85056352;15402116
-26.26019884;-48.85056353;15403108
-26.2601988;-48.85056342;15404102
-26.26019878;-48.85056338;15405098
-26.2601988;-48.85056341;15406091
-26.26019874;-48.85056332;15407086
-26.26019875;-48.85056335;15408079
-26.26019876;-48.8505634;15409075
-26.26019872;-48.85056334;15410071
-26.26019871;-48.85056331;15411060
-26.26019865;-48.85056324;15412051
-26.26019868;-48.85056331;15413049
-26.26019865;-48.85056326;15414039
-26.26019866;-48.8505633;15415045
-26.2601987;-48.85056336;15416137
-26.26019869;-48.85056333;15417131
-26.26019871;-48.85056336;15418126
-26.26019874;-48.85056339;15419121
-26.26019874;-48.8505634;15420124
-26.26019872;-48.85056338;15421515
-26.2601987;-48.85056334;15423100
-26.26019868;-48.85056332;15424092
-26.26019867;-48.85056329;15425179
-26.26019866;-48.85056326;15426176
