latitude;longitude;time
-26.26076817512436;-48.84950637817241;0
-26.26076817512436;-48.84950637817241;984
-26.26076817512436;-48.84950637817241;1971
-26.26076817512436;-48.84950637817241;2966
-26.26076817512436;-48.84950637817241;3962
-26.26076817512436;-48.84950637817241;4951
-26.26076817512436;-48.84950637817241;5937
-26.26076817512436;-48.84950637817241;6928
-26.26076817512436;-48.84950637817241;7925
-26.26076817512436;-48.84950637817241;8920
-26.26076817512436;-48.84950637817241;9916
-26.26076817512436;-48.84950637817241;10912
