latitude;longitude;time
-26.26162267;-48.84487622;0
-26.26160136;-48.84486974;995
-26.26157082;-48.84487238;1979
-26.26156857;-48.8448754;2960
-26.26156857;-48.8448754;3939
-26.26156729;-48.84487003;4918
-26.26156104;-48.84486977;5961
-26.26158269;-48.84487241;6940
-26.26158269;-48.84487241;7921
-26.26158566;-48.84487397;8907
-26.26159881;-48.8448666;9888
-26.26161133;-48.84485698;10889
-26.26160821;-48.8448531;11875
-26.26158966;-48.84485729;12855
-26.26159235;-48.84485407;13835
-26.26158849;-48.84486389;14815
-26.26159362;-48.84486366;15795
-26.26158702;-48.84486113;16775
-26.26158759;-48.84485935;17755
-26.26158138;-48.84485903;18735
-26.26157896;-48.84485977;19715
-26.26157995;-48.8448598;20717
-26.26158148;-48.84485932;21696
-26.26158233;-48.84485933;22675
-26.26158202;-48.84485845;23655
-26.26158263;-48.8448581;24635
-26.26158219;-48.84485857;25621
-26.26158212;-48.84485549;26602
-26.26158307;-48.84485498;27582
-26.26158265;-48.84485651;28563
-26.26158234;-48.84485565;29542
-26.26158527;-48.84484574;30523
-26.26158636;-48.8448449;31503
-26.26158502;-48.84484514;32482
-26.26158539;-48.84484302;33462
-26.2615856;-48.84484282;34442
-26.26158602;-48.84484149;35446
-26.261586;-48.84484112;36424
-26.2615866;-48.84484118;37404
-26.26158646;-48.84484142;38384
-26.26158709;-48.84484133;39364
-26.26158766;-48.84484126;40344
-26.26158764;-48.84484039;41323
-26.26158765;-48.8448405;42302
-26.26158851;-48.84483969;43280
-26.2615891;-48.8448392;44259
-26.26158851;-48.84483927;45239
-26.26158781;-48.8448398;46220
-26.26158695;-48.84484035;47201
-26.26158684;-48.84484051;48180
-26.26158627;-48.84484113;49160
-26.26158637;-48.844841;50140
-26.26158634;-48.84484112;51127
-26.26158616;-48.84484148;52107
-26.26158612;-48.84484156;53087
-26.26158592;-48.84484184;54067
-26.26158596;-48.84484195;55048
-26.26158578;-48.84484206;56124
-26.26158582;-48.84484221;57112
-26.26158584;-48.8448423;58106
-26.26158573;-48.84484261;59086
-26.26158583;-48.84484258;60066
-26.26158585;-48.84484263;61055
-26.26158582;-48.84484286;62034
-26.26158588;-48.84484282;63013
-26.26158601;-48.84484261;63993
-26.26158579;-48.84484296;64973
-26.26158579;-48.84484296;65953
-26.26158621;-48.84484333;66942
-26.26158617;-48.84484344;67921
-26.26158617;-48.84484344;68900
-26.26158592;-48.84484368;69880
-26.26158513;-48.84484414;70883
-26.26158506;-48.84484445;71862
-26.26158483;-48.84484469;72842
-26.2615846;-48.8448449;73822
-26.26158474;-48.84484481;74802
-26.26158442;-48.84484497;75782
-26.26158448;-48.84484479;76762
-26.26158464;-48.84484462;77741
-26.26158507;-48.84484448;78721
-26.26158476;-48.84484474;79702
-26.2615846;-48.84484502;80682
-26.26158454;-48.84484515;81662
-26.26158496;-48.84484501;82642
-26.26158488;-48.84484517;83622
-26.2615848;-48.84484511;84601
-26.26158426;-48.84484539;85582
-26.26158428;-48.84484546;86589
-26.26158469;-48.84484548;87569
-26.26158482;-48.84484541;88550
-26.26158465;-48.84484568;89529
-26.26158435;-48.84484581;90509
-26.26158453;-48.84484583;91489
-26.26158412;-48.84484602;92469
-26.26158406;-48.84484608;93448
-26.2615842;-48.84484599;94427
-26.26158413;-48.84484615;95406
-26.26158405;-48.84484623;96385
-26.26158376;-48.84484647;97364
-26.26158367;-48.84484652;98345
-26.26158384;-48.84484642;99325
-26.26158366;-48.84484654;100304
-26.26158362;-48.84484675;101306
-26.26158326;-48.84484699;102286
-26.26158319;-48.84484696;103266
-26.26158278;-48.84484726;104246
-26.26158272;-48.84484739;105226
-26.26158294;-48.84484728;106236
-26.26158308;-48.84484751;107215
-26.26158309;-48.84484752;108193
-26.2615831;-48.84484744;109173
-26.26158308;-48.84484727;110153
-26.26158269;-48.8448473;111133
-26.26158274;-48.84484729;112112
-26.26158285;-48.84484746;113091
-26.26158272;-48.84484751;114070
-26.26158281;-48.84484755;115049
-26.26158288;-48.84484723;116048
-26.26158291;-48.84484717;117031
-26.26158288;-48.84484723;118027
-26.26158295;-48.8448471;119006
-26.26158299;-48.84484702;119984
-26.26158293;-48.84484698;120963
-26.261583;-48.84484688;121951
-26.261583;-48.84484688;122929
-26.26158295;-48.84484691;123907
-26.26158285;-48.84484713;124891
-26.26158278;-48.84484719;125871
-26.26158278;-48.8448472;126851
-26.26158276;-48.84484717;127833
-26.26158279;-48.84484724;128813
-26.26158245;-48.84484729;129795
-26.26158247;-48.84484727;130774
-26.26158237;-48.84484722;131753
-26.2615819;-48.84484742;132732
-26.26158187;-48.84484752;133711
-26.26158171;-48.84484745;134691
-26.26158194;-48.84484741;135673
-26.26158171;-48.84484717;136675
-26.26158177;-48.84484722;137656
-26.26158153;-48.84484726;138635
-26.26158135;-48.84484734;139615
-26.26158146;-48.84484744;140596
-26.26158154;-48.84484738;141577
-26.26158164;-48.84484743;142556
-26.26158157;-48.84484739;143535
-26.26158148;-48.84484745;144515
-26.26158116;-48.84484767;145494
-26.26158105;-48.84484767;146473
-26.26158029;-48.84484778;147452
-26.26158022;-48.84484774;148431
-26.26158013;-48.84484741;149410
-26.26157934;-48.8448475;150389
-26.26157949;-48.84484728;151394
-26.26157978;-48.84484696;152373
-26.26157988;-48.84484667;153351
-26.26157996;-48.84484644;154330
-26.26157995;-48.84484624;155310
-26.26157978;-48.84484553;156290
-26.26157937;-48.84484409;157271
-26.26157855;-48.84484382;158251
-26.26157827;-48.84484377;159230
-26.26157791;-48.84484365;160210
-26.26157786;-48.84484366;161190
-26.26157778;-48.84484338;162170
-26.26157782;-48.84484301;163150
-26.26157783;-48.84484273;164131
-26.26157776;-48.84484252;165111
-26.26157774;-48.84484245;166090
-26.26157778;-48.84484228;167391
-26.26157786;-48.84484195;168371
-26.26157788;-48.84484153;169351
-26.26157786;-48.84484131;170331
-26.2615777;-48.84484115;171313
-26.26157769;-48.84484093;172292
-26.26157776;-48.84484065;173274
-26.26157785;-48.84484052;174252
-26.26157785;-48.84484016;175231
-26.26157792;-48.84483989;176211
-26.26157788;-48.84483966;177202
-26.26157806;-48.84483944;178193
-26.26157782;-48.84483927;179175
-26.26157776;-48.8448392;180153
-26.26157777;-48.84483914;181133
-26.26157786;-48.84483911;182113
-26.26157792;-48.84483901;183093
-26.26157797;-48.84483882;184073
-26.2615682;-48.84482982;185056
-26.26156279;-48.84482504;186035
-26.2615597;-48.84482188;187014
-26.26155605;-48.84481852;187992
-26.26155266;-48.84481558;188971
-26.26155081;-48.8448135;189952
-26.26154807;-48.84481033;190933
-26.26154807;-48.84481033;191912
-26.26154659;-48.84480846;192892
-26.26154493;-48.84480664;193873
-26.26154384;-48.84480513;194852
-26.2615435;-48.84480416;195832
-26.26154331;-48.84480377;196812
-26.26154325;-48.84480342;197792
-26.26154329;-48.8448027;198772
-26.26154337;-48.84480232;199752
-26.26154297;-48.84480128;200732
-26.26154271;-48.8448005;201713
-26.26154114;-48.84480062;202691
-26.26154126;-48.84479995;203669
-26.26154139;-48.8447994;204648
-26.26154127;-48.844799;205627
-26.2615411;-48.84479852;206606
-26.26154081;-48.8447981;207696
-26.26154053;-48.84479774;208676
-26.26154052;-48.8447974;209655
-26.26154031;-48.84479714;210633
-26.26153983;-48.84479704;211612
-26.26153962;-48.84479665;212592
-26.26153869;-48.84479676;213570
-26.2615363;-48.84479686;214548
-26.26153258;-48.84479699;215527
-26.26152934;-48.84479717;216508
-26.26152559;-48.84479745;217487
-26.26152358;-48.84479741;218467
-26.26152154;-48.84479755;219448
-26.26151902;-48.8447977;220427
-26.26151688;-48.84479791;221407
-26.26151511;-48.84479804;222387
-26.26151415;-48.84479817;223367
-26.26151188;-48.84479799;224347
-26.26150906;-48.84479807;225327
-26.26150692;-48.84479797;226307
-26.2615065;-48.84479777;227287
-26.26150662;-48.84479761;228267
-26.26150664;-48.84479743;229247
-26.26150672;-48.84479723;230227
-26.26150648;-48.84479728;231208
-26.26150625;-48.8447972;232187
-26.2615058;-48.84479719;233167
-26.26150473;-48.84479736;234148
-26.26150385;-48.84479737;235127
-26.26150274;-48.8447976;236107
-26.26150148;-48.84479776;237092
-26.26150089;-48.84479776;238084
-26.26150025;-48.84479792;239063
-26.26149978;-48.84479792;240049
-26.26149932;-48.84479793;241028
-26.26149871;-48.84479811;242008
-26.26149819;-48.84479811;242989
-26.26149727;-48.8447982;243970
-26.26149686;-48.84479827;244949
-26.26149661;-48.84479829;245929
-26.26149661;-48.84479829;246908
-26.26149591;-48.84479828;247886
-26.26149469;-48.84479838;248865
-26.26149415;-48.84479846;249844
-26.26149371;-48.84479852;250824
-26.26149335;-48.8447986;251803
-26.26149295;-48.84479862;252783
-26.2614925;-48.84479862;253762
-26.26149216;-48.84479855;254740
-26.26149194;-48.8447986;255719
-26.26149149;-48.84479866;256697
-26.26149107;-48.84479881;257677
-26.26149078;-48.84479876;258657
-26.26149054;-48.8447986;259637
-26.26149044;-48.84479854;260617
-26.26149049;-48.84479833;261597
-26.26149062;-48.84479821;262577
-26.26149083;-48.84479802;263557
-26.2614905;-48.8447979;264537
-26.26149051;-48.84479773;265517
-26.26149037;-48.8447977;266497
-26.26149039;-48.84479772;267477
-26.26149043;-48.84479759;268457
-26.26149051;-48.84479746;269437
-26.26149054;-48.84479735;270416
-26.26149059;-48.8447972;271397
-26.26149058;-48.84479713;272378
-26.26149065;-48.84479721;273357
-26.2614907;-48.84479711;274336
-26.26149071;-48.84479703;275321
-26.26149073;-48.84479702;276300
-26.26149079;-48.84479684;277280
-26.2614908;-48.8447968;278259
-26.26149069;-48.8447967;279237
-26.26149065;-48.84479658;280216
-26.26149073;-48.84479641;281194
-26.26149068;-48.84479644;282174
-26.2614907;-48.84479628;283152
-26.26149067;-48.84479616;284133
-26.26149069;-48.84479606;285113
-26.26149061;-48.8447959;286093
-26.26149046;-48.84479592;287073
-26.26149026;-48.84479596;288053
-26.26149023;-48.84479596;289033
-26.26149025;-48.84479576;290013
