latitude;longitude;time
-26.25656127;-48.85199252;16175
-26.25673176;-48.85191846;17167
-26.25687063;-48.8519054;18167
-26.25704987;-48.85186583;19250
-26.25730457;-48.85186747;21271
-26.2574304;-48.8518982;22272
-26.25755172;-48.85185244;23313
-26.25766656;-48.85182107;24313
-26.25779281;-48.85183836;25312
-26.25796493;-48.85179161;26325
-26.25819522;-48.85177711;28306
-26.25851108;-48.85173347;30737
-26.2587196;-48.85172028;32220
-26.25883139;-48.85174234;33311
-26.25902515;-48.85163305;35216
-26.25917255;-48.85162022;37736
-26.25933399;-48.85163611;39280
-26.25946115;-48.85164251;40280
-26.25955177;-48.85165797;41273
-26.25967402;-48.85163696;42261
-26.2597616;-48.85164219;43247
-26.2598644;-48.85164255;44226
-26.26002249;-48.85166099;46765
-26.26023004;-48.85164253;48227
-26.26036289;-48.85163711;49232
-26.26049762;-48.85161782;50241
-26.2606307;-48.85161658;51252
-26.26088696;-48.85160774;53253
-26.26119692;-48.851555;55752
-26.26146091;-48.85149613;57205
-26.26156028;-48.85147297;58309
-26.26181522;-48.85148384;60849
-26.26203705;-48.85148138;62732
-26.26229452;-48.85145042;64776
-26.26253794;-48.85142054;66177
-26.26265804;-48.85141006;67183
-26.2627938;-48.85140548;68194
-26.26291654;-48.85138808;69753
-26.26313306;-48.85133426;71727
-26.26334607;-48.85128691;73237
-26.26346299;-48.85127035;74268
-26.26356269;-48.85125488;75258
-26.26367424;-48.85124693;76347
-26.2638661;-48.85123478;78251
-26.26409125;-48.85120884;80249
-26.26420009;-48.85120545;81279
-26.26431625;-48.8511861;82260
-26.26443005;-48.85118083;83240
-26.26465776;-48.85117033;85239
-26.26477858;-48.85115442;86228
-26.26488617;-48.85114371;87208
-26.26500265;-48.85113116;88184
-26.26511392;-48.85112096;89228
-26.26523015;-48.85110792;90226
-26.265469;-48.85109555;92286
-26.26570525;-48.85105461;94239
-26.26582212;-48.85104404;95241
-26.26593559;-48.8510223;96241
-26.26605757;-48.85102064;97235
-26.26617841;-48.8510148;98242
-26.26629118;-48.85099917;99240
-26.26639952;-48.85098989;100227
-26.26650752;-48.85097975;101222
-26.26661926;-48.8509537;102232
-26.26672764;-48.85091115;103248
-26.26686017;-48.85090865;104242
-26.26698175;-48.85089954;105244
-26.26709636;-48.85088146;106249
-26.26721904;-48.85087352;107242
-26.26733475;-48.85086466;108300
-26.2675913;-48.85082647;110753
-26.26783724;-48.85080668;112249
-26.26796021;-48.85081347;113261
-26.26807839;-48.8507833;114255
-26.26820206;-48.85078637;115273
-26.26832933;-48.85078564;116272
-26.26846669;-48.85075488;117278
-26.26859307;-48.85073971;118272
-26.26873084;-48.8507286;119274
-26.26885828;-48.85070672;120272
-26.26899302;-48.85071691;121282
-26.26911808;-48.85071149;122276
-26.26926022;-48.85073131;123281
-26.26939555;-48.85071437;124279
