latitude;longitude;time
-26.1855036880333;-48.90922251686019;6774667
-26.185506132174986;-48.90922338551994;6775656
-26.18550752599287;-48.90922492992134;6776642
-26.185509030588772;-48.90922822197417;6777683
-26.185509087383604;-48.9092325488246;6778675
-26.185509842491115;-48.90923801293511;6779668
-26.18551404130071;-48.90924162127068;6780655
-26.185515592297932;-48.909245705160934;6781652
-26.185516252386506;-48.90925107451323;6782686
-26.18551606014814;-48.90925714750011;6783674
-26.18551493207792;-48.90926235501489;6784669
-26.185512776325783;-48.90926680263992;6785656
-26.185509407126496;-48.90927182323178;6786641
-26.185505292904956;-48.909277134944475;6787680
-26.185502333398425;-48.909281584872495;6788672
-26.185499719288725;-48.909285122224844;6789659
-26.18549798616609;-48.90928797764848;6790644
-26.185495450077955;-48.909291275451295;6791681
-26.18549288464342;-48.90929539475292;6792672
-26.185491899937627;-48.909297535368154;6793658
-26.185491113531288;-48.90929960504049;6794647
-26.185491213415467;-48.909301098478245;6795682
-26.185491414899666;-48.909302268840825;6796666
-26.185491071288762;-48.90930216147435;6797653
-26.185490292716736;-48.90930163162507;6798644
-26.185485355500465;-48.90929557515754;6799679
-26.185482523347755;-48.9092917279413;6800666
-26.185479297279088;-48.90928592361452;6801652
-26.185478665248716;-48.90928321258296;6802649
-26.185477184164366;-48.90928014991872;6803687
-26.185475845342864;-48.90927786615178;6804674
-26.185474703071627;-48.909276150517414;6805665
-26.185472651875966;-48.90927368591049;6806651
-26.185471376010927;-48.90927191831928;6807688
-26.185470732512748;-48.90927079920702;6808675
-26.185470171633693;-48.90926969184972;6809668
-26.185469694547095;-48.90926903277086;6810649
-26.185469093685818;-48.90926791814233;6811690
-26.185468004547655;-48.9092655351098;6812677
-26.185467382482223;-48.90926408404674;6813663
-26.185467386427817;-48.90926295623737;6814654
-26.185468162523183;-48.90926235750147;6815690
-26.18546823551405;-48.90926080870077;6816675
-26.185468350413128;-48.90925902418576;6817663
-26.18546869622899;-48.909257078830805;6818652
-26.185470838966996;-48.90925450519414;6819641
-26.18547300072025;-48.90925279494868;6820677
-26.185474897826065;-48.9092517266675;6821669
-26.185476025472045;-48.909250482645156;6822657
-26.185477052850043;-48.90924936030596;6823649
-26.185478826382507;-48.90924742616498;6824638
-26.185480094581827;-48.90924472353666;6825640
-26.185480219892888;-48.909243288838056;6826675
-26.18548091458814;-48.90924047488467;6827665
-26.18548196039462;-48.909239230153624;6828654
-26.185482248001886;-48.90923944988689;6829642
-26.18548290864209;-48.909239373080005;6830681
-26.18548099600167;-48.909238880820745;6831669
-26.185478567362743;-48.90923876390102;6832658
-26.185476258653875;-48.90923907404619;6833650
-26.185473119162115;-48.90924009612746;6834687
-26.185470807374006;-48.90924118516788;6835677
-26.18546865214136;-48.90924233247855;6836669
