latitude;longitude;time
-26.30582563;-48.84582537;920072
-26.30582576;-48.84582515;921096
-26.30582576;-48.84582517;922073
-26.30582579;-48.84582514;923063
-26.30582591;-48.8458249;924069
-26.30582607;-48.84582456;925124
-26.30582613;-48.84582436;926127
-26.30582614;-48.84582421;927103
-26.30582616;-48.845824;928078
-26.30582619;-48.84582374;929052
-26.30582621;-48.84582354;930079
-26.30582628;-48.84582327;931059
-26.30582635;-48.84582298;932086
-26.30582642;-48.84582268;933061
-26.30582657;-48.84582233;934086
-26.30582678;-48.84582182;935063
-26.30582706;-48.84582125;936088
-26.30582745;-48.84582062;937064
-26.30582783;-48.84581992;938092
-26.30582829;-48.84581906;939068
-26.30582875;-48.84581819;940094
-26.30582901;-48.84581751;941070
-26.30582926;-48.84581692;942096
-26.30582952;-48.84581635;943077
-26.30582979;-48.84581577;944052
-26.30582996;-48.84581539;945057
-26.30583009;-48.84581512;946082
-26.30583026;-48.84581475;947057
-26.30583044;-48.84581442;948082
-26.30583069;-48.84581397;949068
-26.30583086;-48.84581367;950092
-26.30583094;-48.84581354;951066
-26.30583096;-48.84581351;952092
-26.30583097;-48.84581347;954223
-26.30583097;-48.84581348;956101
-26.30583097;-48.84581349;957163
-26.30583098;-48.84581352;958163
-26.30583098;-48.84581354;959137
-26.30583098;-48.84581357;960110
-26.30583097;-48.84581359;961085
-26.30583095;-48.84581362;962107
-26.30583094;-48.84581366;963107
-26.30583093;-48.84581368;964116
-26.30583097;-48.84581361;965128
-26.30583103;-48.84581346;966103
-26.30583111;-48.84581322;967079
-26.30583115;-48.84581307;968056
-26.30583108;-48.8458107;969083
-26.30585267;-48.84582215;970071
-26.30586023;-48.84582571;971098
-26.30586234;-48.84582166;972079
-26.30586381;-48.84582431;973101
-26.30586139;-48.84581894;974078
-26.30585621;-48.84581382;975057
-26.3058512;-48.84580963;976085
-26.30584172;-48.84581178;977064
-26.30583151;-48.84581372;978092
-26.30582405;-48.84581297;979068
-26.30582149;-48.84581278;980093
-26.30582016;-48.84581244;981068
-26.30581983;-48.84581181;982090
-26.30581972;-48.84581147;983080
-26.3058194;-48.84581047;984129
-26.30581928;-48.84580993;985108
-26.30581922;-48.84580965;986092
-26.30581919;-48.84580951;987067
-26.30581918;-48.84580944;988066
-26.30581918;-48.8458094;989118
-26.30581918;-48.84580937;990129
-26.30581918;-48.84580932;991122
-26.30581918;-48.84580929;992117
-26.30581916;-48.84580928;993134
-26.30581915;-48.84580926;994144
-26.30581912;-48.84580919;995178
-26.30581911;-48.84580914;996177
-26.30581911;-48.84580901;997178
-26.30581912;-48.84580891;998181
-26.30581914;-48.84580894;999184
-26.30581916;-48.84580899;1000215
-26.30581918;-48.84580905;1001216
-26.30581919;-48.8458091;1002234
-26.30581919;-48.84580915;1003236
-26.3058192;-48.84580917;1004237
-26.3058192;-48.84580921;1005231
-26.3058192;-48.84580922;1007112
-26.3058192;-48.84580923;1008132
-26.30581916;-48.84580907;1009124
-26.30581916;-48.84580903;1010125
-26.30581915;-48.84580899;1011134
-26.30581952;-48.84580101;1012142
-26.30582129;-48.84578799;1013137
-26.30582536;-48.84577212;1014146
-26.30583078;-48.8457538;1015154
-26.30583279;-48.84573349;1016158
-26.30584451;-48.84570906;1017183
-26.30585538;-48.84568557;1018183
-26.30586768;-48.8456589;1019180
-26.30587835;-48.84563283;1020187
-26.30588674;-48.8456075;1021205
-26.30589059;-48.84558355;1022205
-26.30589562;-48.84556242;1023198
-26.3058974;-48.84554055;1024182
-26.30589324;-48.84551971;1025171
-26.3058905;-48.84548944;1026173
-26.30588683;-48.84546501;1027187
-26.3058728;-48.84543315;1028174
-26.30586556;-48.84540093;1029194
-26.30585407;-48.84537098;1030199
-26.30584262;-48.84534657;1031212
-26.30582697;-48.84532447;1032225
-26.30580535;-48.84530912;1033231
-26.30578831;-48.84529577;1034267
-26.30577565;-48.84528749;1035257
-26.30577019;-48.84527668;1036253
-26.30577183;-48.84526529;1037251
-26.30578387;-48.84525014;1038247
-26.3057975;-48.84523892;1039244
-26.30580973;-48.84522946;1040248
-26.30582052;-48.84521769;1041244
