latitude;longitude;time
-26.26071453094406;-48.849570751188764;0
-26.26071453094406;-48.849570751188764;984
-26.26071453094406;-48.849570751188764;1977
-26.26071453094406;-48.849570751188764;2970
-26.26071453094406;-48.849570751188764;3964
-26.26071453094406;-48.849570751188764;4963
-26.26071453094406;-48.849570751188764;5974
-26.26071453094406;-48.849570751188764;6986
-26.26071453094406;-48.849570751188764;7978
-26.26071453094406;-48.849570751188764;8969
-26.26071453094406;-48.849570751188764;9969
-26.26071453094406;-48.849570751188764;10969
