latitude;longitude;time
-26.318405565242838;-48.846954777332456;135703
-26.318395303499567;-48.84694400436103;136708
-26.318383583083076;-48.84693193117771;137721
-26.318371677894746;-48.84691953169733;138725
-26.31836071906296;-48.84690758530425;139738
-26.318350008368988;-48.846893879942456;140757
-26.318343910942612;-48.84686017831519;141769
-26.31833385588735;-48.84684876527566;142783
-26.31832399633873;-48.84683468456907;143823
-26.31831389037401;-48.84682198085025;144844
-26.318304087182128;-48.84679412953589;145861
-26.318292436127543;-48.84678587271023;146886
-26.318282647189214;-48.84677198605954;147913
-26.31827308182496;-48.84675757562104;148938
-26.318265765313935;-48.84674253232253;149948
-26.31825834791153;-48.846726521854066;150978
-26.318249138933954;-48.84672120195878;152002
-26.318248504772498;-48.84672699360084;153023
-26.31826646073995;-48.846715728931926;154048
-26.318278382893087;-48.84671130956854;155063
-26.318289765655464;-48.84670573400272;156082
-26.318300899983353;-48.8467006620861;157103
-26.318310799603164;-48.84669599150622;158125
-26.318317242756034;-48.84668736826205;159152
-26.318317411439953;-48.846670644856154;160173
-26.318316809795977;-48.84665607103754;161191
-26.318314763039567;-48.846642414888876;162206
-26.318313865713424;-48.84662834446911;163224
-26.31831290642453;-48.84661573261026;164247
-26.318305135430908;-48.846605489373566;165267
-26.31828549704053;-48.84660229917716;166289
-26.318266629657423;-48.84660456832718;167312
-26.318247163167033;-48.846605611863154;168332
-26.318229704327706;-48.846602504107004;169349
-26.31821245333059;-48.84660015931818;170375
-26.318197287985175;-48.846597081238016;171394
-26.318181602375617;-48.84659604216282;172415
-26.318167505999572;-48.84659671927851;173433
-26.318153829399257;-48.84659728536144;174446
-26.318141180368066;-48.8465976724359;175462
